cell_name,mut_count,length_in_CN[Mb],d,analytical_power_g,mut_burden_per_multiplicity,res_norm
BTT7_sc001,"[29, 2, 0]",1043.726296,0.4681712026267718,[0.03172424 0.05866418 0.08185349],[741 128   0],8.881784197001252e-15
BTT7_sc002,"[23, 2, 0]",957.779017,0.44098289290501663,[0.02663231 0.04987769 0.07035541],[626 167   0],1.579761994481407e-14
BTT7_sc003,"[21, 6, 0]",928.198544,0.48655282575694636,[0.0335033  0.06176901 0.08592567],[127 368   0],4.440892098500626e-15
BTT7_sc004,"[19, 3, 0]",1000.390492,0.4812362116046221,[0.0322953  0.05966208 0.08311276],[325 193   0],3.0184502223275455e-14
BTT7_sc005,"[14, 1, 0]",968.398799,0.39250214065001304,[0.02000902 0.03800756 0.05429071],[519 121   0],1.9248083849710462e-14
BTT7_sc006,"[15, 6, 0]",778.370428,0.41355769086179156,[0.02121881 0.04023601 0.05739023],[  0 198 236],1.0830673766529653
BTT7_sc007,"[15, 1, 0]",904.080716,0.4123272746991634,[0.02194638 0.04150686 0.05905658],[523 109   0],2.220446049250313e-16
BTT7_sc008,"[16, 1, 0]",968.287424,0.41096386087113845,[0.01893972 0.0359993  0.05144941],[636 138   0],1.2780591190837995e-14
BTT7_sc009,"[17, 1, 0]",614.869917,0.37474552117263843,[0.01984111 0.0377201  0.05392831],[684 118   0],1.0279914891289385e-14
BTT7_sc010,"[25, 2, 0]",1193.21506,0.369764897343717,[0.02147526 0.0407315  0.05809555],[870 204   0],8.747542958250513e-15
BTT7_sc012,"[8, 2, 0]",896.298053,0.4046186595111954,[0.02401633 0.04505228 0.06364733],[ 97 170   0],9.055477896628377e-15
BTT7_sc013,"[15, 3, 0]",1087.516629,0.46534142199238054,[0.031405   0.05816634 0.08123602],[210 196   0],6.89411847443645e-15
BTT7_sc014,"[20, 0, 0]",761.906215,0.37096501184857716,[0.01960081 0.03730545 0.05338316],[1020    0    0],0.0
BTT7_sc015,"[14, 4, 0]",1028.300141,0.408244642287504,[0.02274121 0.04297437 0.06109146],[ 19 409   0],2.859121442329543e-14
BTT7_sc016,"[11, 2, 0]",1270.840914,0.4282124373574112,[0.02444859 0.04593849 0.06498027],[186 184   0],1.793111508716776e-14
BTT7_sc017,"[15, 1, 0]",935.126494,0.38500217595335595,[0.0192902  0.03672036 0.05254565],[585 128   0],3.552713678800501e-15
BTT7_sc018,"[15, 2, 0]",1285.847749,0.3789152566421908,[0.01742818 0.03329651 0.0478209 ],[403 300   0],2.220446049250313e-15
BTT7_sc019,"[10, 3, 0]",758.789249,0.26285941778178595,[0.01677603 0.03240116 0.04698661],[ 13 394   0],2.5121479338940403e-15
BTT7_sc021,"[26, 4, 0]",1017.754078,0.26896536560160367,[0.01919999 0.03692944 0.05333923],[750 423   0],8.833976798645031e-15
BTT7_sc022,"[5, 0, 0]",1011.987389,0.21900460882096942,[0.00826327 0.01618265 0.02378295],[605   0   0],8.881784197001252e-16
BTT7_sc023,"[13, 2, 0]",838.247969,0.29600869417393205,[0.02235816 0.0425948  0.06098908],[359 164   0],4.440892098500626e-16
BTT7_sc024,"[19, 0, 0]",1111.427009,0.3157894736842105,[0.02702826 0.05120382 0.07293034],[703   0   0],0.0
BTT7_sc026,"[15, 3, 0]",1148.92451,0.2903855464863154,[0.02060563 0.03948989 0.05684891],[306 296   0],6.0402662910232525e-15
BTT7_sc027,"[10, 0, 1]",983.472482,0.2754453702268808,[0.02105317 0.04032294 0.05802112],[451   0  16],0.9497357350668109
BTT7_sc028,"[21, 1, 0]",1007.658774,0.25726457955373616,[0.01774229 0.03420409 0.04951479],[1018  115    0],2.1966279230936705e-14
