cell_name,mut_count,length_in_CN[Mb],d,analytical_power_g,mut_burden_per_multiplicity,res_norm
BTE1_sc001,"[0, 0, 0]",29.105413,0.3862534951242681,[0.01499224 0.02839441 0.04045532],[0 0 0],0.0
BTE1_sc002,"[5, 3, 0]",563.388671,0.4002325850786678,[0.03308643 0.05961047 0.08121652],[ 36 114   0],0.0
BTE1_sc004,"[8, 1, 0]",576.131388,0.4066619276475406,[0.01280731 0.02426255 0.03457612],[345 189   0],1.9860273225978185e-15
BTE1_sc005,"[3, 0, 0]",501.352669,0.41110590962794535,[0.01966956 0.03659318 0.05137948],[153   0   0],6.406076836151692e-16
BTE1_sc008,"[8, 0, 0]",360.554293,0.43847612068095226,[0.02404402 0.04434772 0.06175047],[333   0   0],0.0
BTE1_sc009,"[8, 0, 1]",940.414715,0.4430558909549491,[0.01449598 0.02757974 0.03949067],[503   0  25],0.9706592203994054
BTE1_sc010,"[9, 1, 0]",261.596016,0.4324973836195201,[0.02673482 0.04888907 0.06754701],[264  60   0],3.0136919443334416e-15
BTE1_sc012,"[1, 0, 0]",547.946538,0.405970368933208,[0.02446085 0.04488619 0.06220281],[41  0  0],0.0
BTE1_sc014,"[3, 0, 0]",383.294291,0.4312806813252049,[0.02159508 0.0399343  0.05573063],[139   0   0],4.440892098500626e-16
BTE1_sc015,"[1, 0, 0]",631.886445,0.37799865184578174,[0.01753935 0.03308528 0.04695878],[57  0  0],0.0
BTE1_sc016,"[7, 0, 0]",622.392044,0.34436161360553524,[0.01179827 0.02256042 0.0324474 ],[593   0   0],1.3274745800292216e-15
BTE1_sc017,"[2, 0, 0]",389.300477,0.3618408319110376,[0.0179814  0.03380676 0.04785279],[111   0   0],0.0
BTE1_sc018,"[3, 2, 0]",438.032103,0.35147315936022794,[0.02259727 0.0420584  0.05897941],[  0 102  12],0.3132586416663888
BTE1_sc020,"[7, 0, 0]",521.197782,0.38021698394446574,[0.01645322 0.03117509 0.04447182],[425   0   0],3.5734275301854805e-16
BTE1_sc021,"[2, 1, 0]",632.621444,0.3552714123233385,[0.01453898 0.02771162 0.03972834],[ 0 29 57],0.29232501405011185
BTE1_sc022,"[5, 4, 0]",1060.520248,0.40507216831118,[0.01716629 0.0323478  0.0458481 ],[  0   0 199],1.4030411277000012
BTE1_sc023,"[6, 0, 0]",621.383395,0.33887810386611344,[0.01078563 0.02072578 0.02993731],[556   0   0],1.8290098067776434e-15
BTE1_sc024,"[3, 0, 0]",442.132759,0.2640805807588916,[0.01293249 0.02475809 0.03561853],[232   0   0],0.0
