cell_name,mut_count,length_in_CN[Mb],d,analytical_power_g,mut_burden_per_multiplicity,res_norm
BTE4_sc001,"[73, 1, 0]",1095.313857,0.44713384115196775,[0.0306771  0.05768495 0.08161948],[2265   78    0],5.958853086922748e-14
BTE4_sc002,"[72, 3, 1]",999.171438,0.4256321976636073,[0.0304617  0.05736442 0.08126184],[2161    0  122],0.29537706220800414
BTE4_sc003,"[24, 0, 0]",1071.281789,0.369200024979704,[0.01103095 0.02138783 0.03113829],[2176    0    0],7.482043184330351e-16
BTE4_sc004,"[56, 2, 0]",991.904437,0.331787875953663,[0.02422295 0.04622755 0.06627845],[2052  179    0],6.935963478549395e-15
BTE4_sc006,"[52, 1, 0]",1104.026176,0.35451621788331505,[0.02957122 0.05597511 0.07964186],[1664   68    0],2.8225342331905378e-14
BTE4_sc009,"[56, 4, 0]",1051.220468,0.3647892510395991,[0.02696843 0.05124553 0.07317959],[1595  332    0],1.34243979822937e-13
BTE4_sc010,"[68, 9, 2]",1104.435035,0.37483587150021414,[0.03454712 0.06446992 0.09058513],[1507  178  171],6.8037380135066e-14
BTE4_sc011,"[49, 3, 0]",1218.314452,0.321364396962286,[0.01998562 0.03842248 0.0554755 ],[1889  371    0],5.931619198655469e-14
BTE4_sc012,"[55, 2, 0]",1050.016362,0.3222138727830104,[0.02415118 0.04614841 0.06623996],[2019  178    0],2.211830228768051e-14
BTE4_sc013,"[60, 2, 1]",1058.144494,0.33292397706561955,[0.02739905 0.05208983 0.07441185],[2060    0   83],0.4746131579602797
BTE4_sc014,"[50, 5, 2]",1272.744422,0.37286677794052525,[0.02848545 0.05374603 0.07626862],[1438    0  205],0.5698188809812411
BTE4_sc015,"[57, 2, 0]",1152.378739,0.35121756779292196,[0.02821457 0.0535242  0.07631231],[1813  147    0],1.8644136789943348e-13
BTE4_sc016,"[58, 3, 0]",1033.998166,0.34007989347536616,[0.02447403 0.04669675 0.06694104],[1972  273    0],1.2988693140457757e-13
BTE4_sc018,"[80, 8, 0]",1414.270145,0.3542726094326453,[0.03459591 0.06459213 0.09079281],[1845  374    0],1.888293221827313e-14
BTE4_sc019,"[74, 1, 0]",1183.819293,0.3584785822067564,[0.02999087 0.05670751 0.08060376],[2375   67    0],1.350101028561101e-14
BTE4_sc020,"[66, 3, 0]",1146.005042,0.38088449985095274,[0.03214461 0.06052496 0.08569754],[1794  187    0],8.833341692778565e-15
BTE4_sc021,"[72, 11, 0]",1276.443151,0.3575315346304584,[0.03210114 0.06013622 0.08479208],[1482  589    0],2.4868995751603507e-14
BTE4_sc022,"[60, 1, 0]",1142.197847,0.35748513659070286,[0.02773762 0.05263948 0.07508113],[2054   77    0],3.4831262206553227e-14
BTE4_sc023,"[53, 6, 0]",1084.305292,0.33616203703703706,[0.02386917 0.04554158 0.06528777],[1419  552    0],2.416106516409301e-14
BTE4_sc024,"[68, 3, 0]",1156.296481,0.34808342962599653,[0.0269371  0.05115036 0.07300614],[2195  232    0],4.627495942016814e-14
BTE4_sc025,"[50, 4, 0]",1216.077768,0.29245510633164445,[0.01912488 0.03682334 0.05324188],[1899  480    0],4.590673806229201e-14
BTE4_sc027,"[76, 2, 0]",1203.137895,0.3462368973776734,[0.03367257 0.06329836 0.08947541],[2122  103    0],1.3766765505351941e-14
BTE4_sc029,"[36, 2, 2]",964.448453,0.3000825522221177,[0.01901288 0.03657439 0.05283757],[1639    0  146],1.494776613346732
BTE4_sc030,"[87, 6, 0]",1296.44964,0.34324347978295117,[0.03728691 0.0696944  0.09800715],[2018  255    0],2.7450388105112133e-14
BTE4_sc031,"[62, 7, 0]",999.803824,0.331360705852745,[0.0288106  0.05455929 0.07766478],[1535  454    0],1.0931556524730858e-13
BTE4_sc034,"[33, 3, 0]",949.067956,0.40375873156669256,[0.02033941 0.03857063 0.05500721],[1087  360    0],9.147233786028435e-14
BTE4_sc035,"[60, 7, 0]",1081.266053,0.3676209438734327,[0.0352658  0.06607961 0.09313161],[1236  354    0],7.944109290391274e-15
BTE4_sc037,"[70, 4, 0]",1041.019703,0.3790185642328163,[0.03427389 0.06428938 0.09070407],[1747  220    0],1.4654943925052066e-14
BTE4_sc043,"[42, 8, 0]",789.890264,0.39320454152390655,[0.02584958 0.04845807 0.06837233],[802 604   0],7.105427357601002e-15
BTE4_sc044,"[71, 9, 0]",1101.818199,0.3197968132196488,[0.02981556 0.05647829 0.08040003],[1654  543    0],2.007992954207667e-14
BTE4_sc045,"[29, 0, 0]",1105.754471,0.26452633958851457,[0.01106936 0.02157117 0.0315502 ],[2620    0    0],9.736736118979057e-15
BTE4_sc046,"[59, 1, 0]",1041.139504,0.34931023760589125,[0.02890119 0.05474149 0.07793765],[1945   69    0],6.203999402008155e-14
BTE4_sc047,"[63, 5, 0]",1139.09557,0.3493505356649855,[0.03326801 0.06262608 0.08863758],[1535  271    0],8.529089803944442e-14
BTE4_sc050,"[54, 7, 1]",1152.355825,0.3017353706735665,[0.03103881 0.05863242 0.08325735],[1349  219   87],3.5596458096434965e-15
BTE4_sc051,"[76, 4, 1]",1151.01117,0.30869604974396486,[0.03311545 0.06247027 0.08858283],[2119   53   85],5.4020764595157335e-14
BTE4_sc052,"[54, 1, 0]",1138.161161,0.24672408469046628,[0.02427679 0.04652435 0.0669511 ],[2133   69    0],9.850580830491726e-14
BTE4_sc054,"[65, 6, 0]",1015.52341,0.32547431022388984,[0.03104054 0.05866607 0.08333993],[1642  341    0],3.639721649493327e-14
BTE4_sc055,"[54, 3, 0]",1057.00785,0.32317017798764985,[0.0275956  0.05234794 0.07463499],[1680  203    0],7.993605777301127e-15
BTE4_sc058,"[51, 4, 0]",1111.12575,0.32636825921541474,[0.02841249 0.05392938 0.07692482],[1424  269    0],0.0
BTE4_sc059,"[42, 1, 0]",1130.878667,0.3479283576505799,[0.02463178 0.04685061 0.06698683],[1580   87    0],6.134569257256821e-14
BTE4_sc061,"[62, 7, 0]",1021.336894,0.29653811647739065,[0.02972884 0.05638719 0.08036593],[1568  397    0],3.102273850532274e-14
BTE4_sc062,"[77, 4, 0]",1108.80942,0.372961487872405,[0.03911535 0.07289753 0.10222692],[1750  172    0],4.0239882707486536e-14
BTE4_sc063,"[89, 10, 0]",1181.226282,0.3538829866826276,[0.03528172 0.06616883 0.09333767],[1889  489    0],2.864289338439558e-14
BTE4_sc064,"[93, 6, 0]",1242.711717,0.3702464031960353,[0.0374288  0.06991824 0.09826889],[2130  276    0],4.99907681220764e-14
BTE4_sc065,"[64, 4, 0]",1191.816336,0.3492107912564203,[0.0325034  0.06125599 0.08679791],[1667  226    0],1.2434497875801753e-14
BTE4_sc066,"[95, 9, 0]",1206.221711,0.38840113111521507,[0.03790102 0.07075354 0.09939301],[1942  430    0],1.989064067911269e-13
