cell_name,mut_count,length_in_CN[Mb],d,analytical_power_g,mut_burden_per_multiplicity,res_norm
BTH4_sc002,"[90, 4, 0]",1026.945079,0.4115836093907533,[0.0281398  0.05297369 0.07505161],[2750  314    0],3.730349362740526e-14
BTH4_sc003,"[92, 5, 0]",996.55177,0.38600149159175295,[0.02475975 0.04687922 0.06676866],[3060  453    0],4.1744385725905886e-14
BTH4_sc004,"[93, 6, 0]",975.044896,0.4111107605669351,[0.02705835 0.05090337 0.07208013],[2750  483    0],3.197442310920451e-14
BTH4_sc006,"[69, 1, 0]",992.100829,0.40053103928582734,[0.02584912 0.04888249 0.06954446],[2540   89    0],3.352873534367973e-14
BTH4_sc007,"[101, 0, 0]",1018.588354,0.39023834533040874,[0.02515262 0.04770539 0.06804448],[4015    0    0],1.9961616275187324e-14
BTH4_sc008,"[108, 4, 0]",978.815197,0.38722373491432516,[0.02698021 0.05099862 0.07250608],[3538  324    0],5.177768433274702e-14
BTH4_sc009,"[137, 15, 1]",1184.13411,0.3656460893284399,[0.03467479 0.06428408 0.08984451],[3179  575   65],2.930399971231995e-14
BTH4_sc010,"[77, 4, 0]",1078.872416,0.39799073874821667,[0.02551706 0.04831319 0.06880411],[2483  365    0],2.128321285047801e-15
BTH4_sc011,"[84, 5, 0]",1104.563567,0.4112704066627141,[0.02300843 0.04349296 0.06186701],[2899  513    0],6.771686244151575e-14
BTH4_sc013,"[96, 1, 0]",945.979339,0.41505081434448554,[0.02685485 0.05062629 0.07181782],[3452   85    0],7.642921284404483e-14
BTH4_sc014,"[38, 3, 0]",912.779648,0.4067066532903584,[0.01849261 0.03534168 0.05077555],[1327  466    0],1.5709776866173306e-14
BTH4_sc015,"[37, 2, 0]",830.957716,0.41067127906467576,[0.01737146 0.03321095 0.04773285],[1600  337    0],7.105427357601002e-15
BTH4_sc016,"[100, 5, 0]",1054.253649,0.41990010802184524,[0.02778795 0.05223081 0.0739066 ],[3032  397    0],1.1318442767274495e-14
BTH4_sc019,"[22, 0, 0]",718.339693,0.40835548585744613,[0.01013283 0.01956933 0.02838426],[2171    0    0],0.0
BTH4_sc020,"[75, 2, 0]",976.24796,0.39820358116755555,[0.02534069 0.04792266 0.06817607],[2698  180    0],1.9984014443252818e-14
BTH4_sc021,"[79, 2, 0]",978.815197,0.36408166736900704,[0.02367696 0.04502864 0.06438335],[3057  191    0],5.750438490300146e-14
BTH4_sc022,"[71, 2, 1]",1016.016698,0.36292166428248296,[0.02241876 0.04274695 0.0612699 ],[2957    0  120],0.4835755279388991
BTH4_sc023,"[68, 4, 0]",943.158521,0.3664200684076314,[0.0220215  0.04192329 0.06001157],[2464  423    0],3.9968028886505635e-15
BTH4_sc024,"[84, 2, 0]",976.24796,0.38207392991723366,[0.02492519 0.04731577 0.06753069],[3097  186    0],6.236410408212319e-14
BTH4_sc025,"[40, 0, 0]",1024.216036,0.3095830764788963,[0.01013911 0.01974553 0.02886349],[3945    0    0],0.0
BTH4_sc026,"[69, 3, 0]",931.337817,0.3362612496785806,[0.01628822 0.03137823 0.04540301],[3446  506    0],7.549516567451064e-15
BTH4_sc027,"[24, 0, 0]",989.567993,0.32895366411228155,[0.01078142 0.02096568 0.03060654],[2226    0    0],3.552713678800501e-15
BTH4_sc029,"[35, 5, 0]",1036.390732,0.3568092159333735,[0.01326961 0.02566739 0.03728642],[ 606 1245    0],1.4210854715202004e-14
BTH4_sc030,"[40, 1, 0]",993.838664,0.3461948449104412,[0.01014793 0.01973443 0.02880747],[3315  373    0],4.440892098500626e-15
BTH4_sc031,"[62, 1, 0]",978.815197,0.3676923076923077,[0.01632424 0.03145375 0.04551894],[3496  189    0],7.37473104557164e-14
BTH4_sc032,"[71, 1, 0]",1013.449461,0.3601930397424601,[0.01570542 0.03029231 0.0438789 ],[4206  196    0],1.4823868115664955e-14
BTH4_sc033,"[21, 1, 0]",945.445622,0.31962416927660225,[0.01065108 0.02071199 0.03023447],[1439  322    0],1.2505665694398903e-14
BTH4_sc034,"[46, 1, 0]",1105.620735,0.407872300420781,[0.01580832 0.03042134 0.04397973],[2561  214    0],8.43769498715119e-15
BTH4_sc035,"[58, 3, 0]",1018.588354,0.3679320606808449,[0.01573056 0.03029695 0.04383346],[2759  581    0],7.755684626330685e-15
BTH4_sc038,"[67, 0, 0]",1078.872416,0.372727335644928,[0.01362265 0.02633111 0.0382217 ],[4918    0    0],1.8516993485794017e-14
BTH4_sc039,"[44, 0, 0]",978.815197,0.37843561622009186,[0.01405549 0.02712126 0.03930483],[3130    0    0],2.8092337775039512e-14
BTH4_sc041,"[31, 1, 0]",1019.355661,0.35829509550196087,[0.01139634 0.02210779 0.0321985 ],[2190  319    0],1.2080532582046505e-14
BTH4_sc042,"[68, 0, 0]",1016.016698,0.3499540495322478,[0.01488128 0.02877472 0.04177869],[4570    0    0],4.167259979679407e-14
BTH4_sc043,"[44, 0, 0]",1018.588354,0.39334990758337024,[0.01514027 0.02914772 0.04215693],[2906    0    0],3.211835400885888e-14
BTH4_sc044,"[39, 0, 0]",1103.381559,0.3947640331351444,[0.01679615 0.03224103 0.04649981],[2322    0    0],1.0619599397099932e-14
BTH4_sc045,"[44, 3, 0]",1121.429696,0.39178501638688434,[0.01274998 0.02467943 0.03587469],[1962  891    0],2.708944180085382e-14
BTH4_sc047,"[42, 2, 0]",1011.703234,0.3497035900213656,[0.01165624 0.02260244 0.0329097 ],[2617  597    0],2.570507981592243e-13
BTH4_sc048,"[52, 3, 0]",965.964803,0.4173584584546727,[0.02197672 0.04183921 0.05987704],[1790  374    0],1.2434497875801753e-14
BTH4_sc049,"[114, 7, 0]",981.386853,0.35741692589769475,[0.03375116 0.06361343 0.09014534],[2847  392    0],3.7130095115471134e-14
BTH4_sc051,"[178, 17, 1]",1521.885044,0.3827813226384368,[0.04800216 0.08795017 0.12153664],[3166  441   43],2.401485030180265e-13
BTH4_sc053,"[99, 7, 0]",1029.264266,0.37930393760935655,[0.0366978  0.06873284 0.09685038],[2230  351    0],4.440892098500626e-15
