Sample,Cohort,Period,Signature,Mean,Lower,Upper
f393bb07-270c-2c93-e040-11ac0d484533,PCAWG,NA,SBS3,320.3819796989147,187.69111282577697,453.5742500642533
fc8130e0-a38a-23b9-e040-11ac0c48327f,PCAWG,NA,SBS1,105.71482862668265,79.74778972097182,132.60168340665783
fc8130e0-a38a-23b9-e040-11ac0c48327f,PCAWG,NA,SBS3,1331.587461393574,1114.7234599938604,1542.6222270893943
fc806c50-2f6e-418d-e040-11ac0d485f01,PCAWG,NA,SBS1,49.37951883004649,32.05166943000267,69.87972363100573
fc806c50-2f6e-418d-e040-11ac0d485f01,PCAWG,NA,SBS3,306.55249956384375,156.32912245849184,422.057005410301
fc8130df-6860-7677-e040-11ac0d485ddc,PCAWG,NA,SBS1,8.846693974370435,2.331443630414707,15.840283134827098
fc8130df-6860-7677-e040-11ac0d485ddc,PCAWG,NA,SBS3,28.872485596116213,0.0,68.35770632470374
fc8130e0-0f1a-b6eb-e040-11ac0c48328f,PCAWG,NA,SBS1,36.19616833185717,21.93364675826537,54.82405836751777
fc8130e0-0f1a-b6eb-e040-11ac0c48328f,PCAWG,NA,SBS3,400.9557434449074,226.88441598468438,576.5713772918145
fc8130df-8ec8-5b1e-e040-11ac0d485e06,PCAWG,NA,SBS1,2.907685020110276,0.0,11.76547157242125
fc8130df-8ec8-5b1e-e040-11ac0d485e06,PCAWG,NA,SBS3,202.97547012983733,84.68077369109943,278.6487772264401
fc8130df-90ba-5d94-e040-11ac0d485e0c,PCAWG,NA,SBS1,45.48964175282522,27.56933129069777,67.11625669202743
fc8130df-90ba-5d94-e040-11ac0d485e0c,PCAWG,NA,SBS3,675.3408736760181,508.282804101358,858.7077734560928
fc813235-5ed8-7695-e040-11ac0d485e3e,PCAWG,NA,SBS1,33.95586187159699,17.545382445610183,53.50438802080706
fc813235-5ed8-7695-e040-11ac0d485e3e,PCAWG,NA,SBS3,564.4345753373253,386.8499364306924,737.4159879662691
fc9f6916-da31-ab17-e040-11ac0c4808f3,PCAWG,NA,SBS1,75.40414824021508,54.624989323040566,104.36443460675343
fc9f6916-da31-ab17-e040-11ac0c4808f3,PCAWG,NA,SBS3,1151.0375288647506,939.2754974932745,1344.1083259727789
fc9f6cb0-ceb9-790d-e040-11ac0c480ad1,PCAWG,NA,SBS1,34.247485639805085,19.111431598955953,50.13714654335313
fc9f6cb0-ceb9-790d-e040-11ac0c480ad1,PCAWG,NA,SBS3,309.0141491309608,197.48687159607104,445.19363761438166
fc8130e3-01ba-c740-e040-11ac0c483291,PCAWG,NA,SBS1,25.45239859738354,14.604513191369525,37.285505601291305
fc8130e3-01ba-c740-e040-11ac0c483291,PCAWG,NA,SBS3,457.3234970887531,320.9665585067944,601.1666801375857
fc63cbab-d27a-5ebb-e040-11ac0c48724f,PCAWG,NA,SBS1,92.08793267187413,66.68453198410259,119.4382495315367
fc63cbab-d27a-5ebb-e040-11ac0c48724f,PCAWG,NA,SBS3,1434.4203703969793,1189.1459396776997,1661.5999116210357
fca6150f-d555-a29e-e040-11ac0d4873b2,PCAWG,NA,SBS1,153.28783919272078,125.25035136573906,183.50195990818625
fca6150f-d555-a29e-e040-11ac0d4873b2,PCAWG,NA,SBS3,63.51410916396103,0.0,276.5268815001959
a85cf239-ff51-46e7-9b88-4c2cb49c66b9,PCAWG,NA,SBS1,34.55366425335098,17.812951391141894,53.7637447355148
a85cf239-ff51-46e7-9b88-4c2cb49c66b9,PCAWG,NA,SBS3,846.652178951557,675.4561524519166,1017.3943046523132
