ID,HRDTime,HRDTime_ci,WGDTime,WGDTime_ci,WGDTime_CpG,WGDTime_CpG_err,pi2SBS1,pi2SBS1_ci,pi2SBS3,pi2SBS3_ci,pi1SBS1,pi1SBS1_ci,pi1SBS3,pi1SBS3_ci,c,c21,Nt_SBS1,Nt_SBS3,N_mut(C>TpG),N_mut_all
PD35953a,0.4028801194018793,0.10943135407727697,0.8054133604482167,0.04750855358163075,0.7961085800903467,0.0510251081678853,"[0.6208290306033664, 0.44531197327178473, 0.6189025375796393]","[0.03921921776457659, 0.04417780255635086, 0.038392505486534605]","[0.44558394648904226, 0.3113615156137271, 0.43284660939379166]","[0.00979228119676688, 0.010525953038008002, 0.008936687011040095]","[0.3791709693966355, 0.5546880267282134, 0.38109746242036396]","[0.03921921776457647, 0.0441778025563508, 0.038392505486534646]","[0.5544160535109577, 0.6886384843862746, 0.5671533906062092]","[0.009792281196766957, 0.010525953038008103, 0.008936687011040324]","[0.04075726358010337, 0, 0.034537997094139926]",0.037397965817011374,"[81.90187300824067, 49.11801415465773, 84.7001794348083]","[1377.3068782008122, 1001.6041525853304, 1648.5216864074437]","[94.0, 63.0, 100.0]","[2023.0, 1539.0, 2382.0]"
PD35955a,0.3512499127375529,0.09800288494344198,0.8413816176175674,0.03270948996771822,0.8073202983548086,0.03337722397021503,"[0.675896176635338, 0.45974803954364196, 0.6834431752074329]","[0.023302355505641397, 0.03701187985169301, 0.0347153936239771]","[0.5383610609948816, 0.36905275478941674, 0.5508922795991172]","[0.007670615694957539, 0.009871754653339481, 0.009293663509657966]","[0.3241038233646682, 0.5402519604563619, 0.3165568247925705]","[0.023302355505641394, 0.03701187985169313, 0.03471539362397695]","[0.46163893900512076, 0.6309472452105852, 0.4491077204008813]","[0.00767061569495774, 0.009871754653339594, 0.009293663509658049]","[0.06742925684999485, 0, 0.06636160043679515]",0.06707501755001793,"[140.26903087098555, 63.52575357418559, 71.30350228106221]","[1461.4740376891702, 737.704598686159, 758.1029129535278]","[195.0, 99.0, 97.0]","[3798.0, 2213.0, 1945.0]"
PD35958a,0.4355433388028384,0.12842766498521735,0.8240819248579507,0.05558307793609618,0.8213245257325075,0.05484823221854779,"[0.81283219649177, 0.36411999000063877, 0.6766644455653509]","[0.05004347349934775, 0.045054700349639806, 0.03450289343563123]","[0.5851217145686468, 0.43995848793798814, 0.534775632612439]","[0.0224420923439745, 0.01639901398355557, 0.013985481080652869]","[0.18716780350823015, 0.6358800099993602, 0.32333555443465245]","[0.05004347349934775, 0.045054700349639654, 0.03450289343563108]","[0.41487828543135236, 0.5600415120620115, 0.4652243673875611]","[0.022442092343974505, 0.01639901398355558, 0.013985481080653154]","[0.057079462052956824, 0, 0.09094345965580779]",0.08146052154661884,"[30.83328229279292, 53.04725148694307, 82.51524151374323]","[244.34415064396376, 229.39675888739555, 631.6961116840483]","[37.0, 63.0, 99.0]","[521.0, 749.0, 1338.0]"
PD35957a,0.46858279319307417,0.15325499810589363,0.8774660666163797,0.03646108513257412,0.844534362692894,0.04371125567575834,"[0.7546416896333941, 0.5885930738641812, 0.8643093216224788]","[0.027799753899212874, 0.13300398606707353, 0.05082750304757903]","[0.5885670665182521, 0.3654698774953904, 0.584653886268131]","[0.00958431523090584, 0.03173877568627678, 0.03056494033624524]","[0.2453583103665979, 0.4114069261358193, 0.135690678377521]","[0.02779975389921275, 0.13300398606707342, 0.05082750304757904]","[0.4114329334817499, 0.6345301225046095, 0.41534611373186925]","[0.009584315230905919, 0.03173877568627677, 0.0305649403362452]","[0.06888173961138849, 0, 0.04116846131854826]",0.06553557452551062,"[122.24101816978647, 5.298866229629059, 17.66651668596667]","[1059.678571625684, 95.14671893210325, 141.2223171810139]","[163.0, 9.0, 24.0]","[3078.0, 276.0, 423.0]"
PD35962a,0.03095164907534051,0.143373009331427,0.41468394204900394,0.09637558574399349,0.3756266319523806,0.09391360700789564,"[0.16329856592263411, 0.2371194639057481, 0.2050254874068366]","[0.034877458617980105, 0.04503302444548574, 0.0724586577240858]","[0.16411686957147867, 0.19577968817807878, 0.28841157012753404]","[0.008902245898735811, 0.0118995566529066, 0.02346553451757093]","[0.8367014340773656, 0.7628805360942524, 0.7949745125931642]","[0.03487745861798019, 0.04503302444548548, 0.07245865772408576]","[0.8358831304285207, 0.804220311821921, 0.7115884298724657]","[0.008902245898735776, 0.01189955665290648, 0.023465534517570927]","[0.07334031455938798, 0, 0.0828361936866455]",0.07494730446777761,"[52.947872473308195, 41.92508177728052, 11.532514387275915]","[723.0314043572336, 504.02433922677216, 156.2970141817642]","[65.0, 55.0, 14.0]","[1428.0, 1112.0, 292.0]"
PD35979a,0.3016233587853791,0.1740837473218668,0.8503804267359594,0.060945445628932726,0.8591427726154999,0.056574618784550224,"[0.6779464348962562, 0.42430744222811, 0.824537062739045]","[0.0413502281993418, 0.05453593876021863, 0.037389470401311437]","[0.6018226905179986, 0.34408447537459375, 0.6697576327534341]","[0.013762667554298327, 0.015683838168320238, 0.018547803549002345]","[0.32205356510374344, 0.5756925577718903, 0.175462937260955]","[0.04135022819934175, 0.05453593876021863, 0.03738947040131151]","[0.3981773094820021, 0.655915524625407, 0.330242367246567]","[0.013762667554298292, 0.015683838168320266, 0.018547803549002317]","[0.11209240625588807, 0, 0.08622908967587034]",0.10310567679825908,"[80.50404000339937, 39.26057290558233, 47.40697913905569]","[583.6359048928733, 333.7786385731968, 293.0416171025588]","[89.0, 41.0, 55.0]","[1227.0, 671.0, 648.0]"
PD35985a,0.19703374352725667,0.15647074831352073,0.7711170384621535,0.06030059013533434,0.7607814471507638,0.05698057553477742,"[0.5287449382693897, 0.3532079021738527, 0.6676567748879019]","[0.0464022959523155, 0.030947366450097612, 0.03491908971784519]","[0.5196336897890914, 0.3231682767054113, 0.5605729152021738]","[0.011810974363153684, 0.007218047425030352, 0.009528396947278245]","[0.47125506173061055, 0.6467920978261454, 0.33234322511209785]","[0.0464022959523157, 0.03094736645009776, 0.034919089717845186]","[0.48036631021090787, 0.6768317232945898, 0.439427084797822]","[0.011810974363153561, 0.0072180474250304084, 0.009528396947278256]","[0.05823867703495839, 0, 0.04758541575141807]",0.05177590812783142,"[35.489373282823415, 79.8140639967494, 56.93995976559801]","[598.8032322070561, 1218.8112704288733, 904.8960945228275]","[45.0, 110.0, 74.0]","[1248.0, 2818.0, 1904.0]"
PD35990a,0.5136708886119765,0.14848800791728853,0.8743603835027378,0.06748767183519666,0.8592473277530905,0.05799871529754502,"[0.8418642789389904, 0.40699015337488, 0.7797969225961725]","[0.04121037980972181, 0.03487944050938482, 0.036253236713172966]","[0.6213421614267938, 0.3047491081916303, 0.6423219586599055]","[0.020349097541402246, 0.010335623390039458, 0.01450457491896175]","[0.15813572106100984, 0.5930098466251194, 0.22020307740382783]","[0.04121037980972176, 0.03487944050938467, 0.03625323671317294]","[0.3786578385732057, 0.6952508918083697, 0.3576780413400944]","[0.02034909754140209, 0.010335623390039551, 0.014504574918961826]","[0.0499875367927414, 0, 0.08827827492725236]",0.07264851943546087,"[25.634264197546027, 72.76510824673719, 45.37500416236886]","[214.6167512110431, 533.5321096570407, 315.52132000031077]","[31.0, 87.0, 58.0]","[603.0, 1199.0, 875.0]"
PD35987a,0.2820741227480919,0.11648867340856874,0.7032364643013441,0.06339430189090411,0.6524480130785281,0.05908883856590619,"[0.45865279697621814, 0.33794150785710925, 0.6095484702988427]","[0.03563622434930991, 0.04630306684843288, 0.03838055738435184]","[0.35877057528762324, 0.21261269702625518, 0.39094664415935404]","[0.009220992679780314, 0.007498927494677238, 0.009934693294572985]","[0.5413472030237838, 0.6620584921428943, 0.3904515297011572]","[0.03563622434930983, 0.04630306684843278, 0.03838055738435169]","[0.6412294247123819, 0.7873873029737452, 0.6090533558406481]","[0.009220992679780295, 0.007498927494677317, 0.00993469329457311]","[0.05557041718070693, 0, 0.041578548916701284]",0.04969538629858853,"[79.27028571409095, 54.14761663824126, 56.99976793468657]","[1204.395836433516, 1198.1821156847718, 879.1786624170726]","[112.0, 77.0, 75.0]","[2338.0, 1917.0, 1691.0]"
PD35992a,0.4944056152663203,0.13256093699424545,0.9160908190756933,0.0482839398755614,0.9028901587386352,0.04490219341420365,"[0.8325619754494201, 0.463441823868951, 0.7808695282683056]","[0.03260562747316599, 0.048271079954140934, 0.031219450671813]","[0.6785572640869297, 0.30935820167681916, 0.6350617168849304]","[0.012547222310886043, 0.011934856724406032, 0.012623790341876676]","[0.16743802455057882, 0.5365581761310516, 0.2191304717316932]","[0.03260562747316595, 0.04827107995414095, 0.031219450671813087]","[0.32144273591307176, 0.6906417983231785, 0.36493828311507204]","[0.012547222310885961, 0.011934856724406065, 0.012623790341876679]","[0.04734728929583584, 0, 0.046528280581346844]",0.046947072501313636,"[61.55747101144124, 46.025962043613866, 49.375545276050595]","[676.8936949911049, 654.7432423531907, 638.0431665085375]","[76.0, 59.0, 61.0]","[1413.0, 1247.0, 1355.0]"
PD36000a,0.5483335490736636,0.08849454390561234,0.8874986817851177,0.03713317051530918,0.8526079692540618,0.041404891403391875,"[0.805547640391969, 0.42258130850567893, 0.7521027558986441]","[0.028078476496273094, 0.030942007496266136, 0.03360388704977696]","[0.5798125917224289, 0.4042081834021367, 0.6054963083336656]","[0.011304838214052598, 0.011404037741051786, 0.012573766420650227]","[0.1944523596080298, 0.577418691494322, 0.24789724410135502]","[0.028078476496273295, 0.030942007496266303, 0.03360388704977708]","[0.42018740827757384, 0.595791816597864, 0.394503691666337]","[0.011304838214052438, 0.011404037741051658, 0.012573766420650159]","[0.061190328995897464, 0, 0.07537622041503368]",0.06805385636413198,"[111.36873579724964, 147.0742591631948, 95.76688797614062]","[841.6827951161557, 679.2337750356444, 798.3832547521774]","[127.0, 165.0, 113.0]","[1866.0, 1907.0, 1752.0]"
PD36006a,0.7163534806905958,0.09933312564707897,0.9743681179064868,0.06330557788537461,0.9459567083492064,0.06963752185318645,"[0.8698398947929065, 0.5390122379549342, 0.8189722637498889]","[0.026395542385576252, 0.04901471359229642, 0.03576655014153767]","[0.6351136886296318, 0.4868610525034688, 0.5799607190187581]","[0.014110596162792614, 0.015870907565816245, 0.01657618026864468]","[0.1301601052070941, 0.46098776204506486, 0.18102773625011298]","[0.026395542385576364, 0.04901471359229635, 0.03576655014153776]","[0.36488631137036576, 0.513138947496531, 0.42003928098124044]","[0.01411059616279269, 0.01587090756581626, 0.01657618026864475]","[0.027983307261590307, 0, 0.03434341867083757]",0.030578434100474824,"[44.36626730643513, 47.729544726705065, 31.972916039770244]","[563.717376648387, 336.88266098498457, 400.63774793715703]","[54.0, 58.0, 38.0]","[1090.0, 808.0, 750.0]"
PD36013a,0.42457898179484177,0.12393330783697243,0.6840352976631479,0.08505617342554306,0.6306614640889869,0.08796060183265048,"[0.5118759663359307, 0.3137453753376031, 0.3553481773927613]","[0.04562965554034636, 0.03720036791674685, 0.10180883625737272]","[0.2580568088339626, 0.15547316747877818, 0.28139436325926614]","[0.009399404134937419, 0.005995176843481209, 0.02222444622903228]","[0.48812403366407126, 0.6862546246623991, 0.6446518226072391]","[0.0456296555403463, 0.03720036791674688, 0.10180883625737269]","[0.7419431911660328, 0.8445268325212177, 0.7186056367407336]","[0.009399404134937443, 0.005995176843481157, 0.02222444622903216]","[0.03290621792111479, 0, 0.04316395434165268]",0.03453454022496661,"[66.4714629466075, 80.91354759104046, 12.047013344700634]","[1329.4593346866989, 1747.082430188278, 251.60948422378755]","[91.0, 109.0, 17.0]","[2274.0, 2877.0, 430.0]"
PD36017a,0.3778601986209107,0.12519335294363843,0.9315204432288635,0.043156949245632625,0.9013176233850279,0.03855721977496185,"[0.7947592847773491, 0.5212148006918558, 0.7583506911722625]","[0.02617286777641938, 0.036594704348670605, 0.023470351878968662]","[0.6899459370617836, 0.43272576679284647, 0.6810685043237121]","[0.009426920907337226, 0.010067667604068546, 0.008931512150222976]","[0.20524071522265255, 0.47878519930814195, 0.24164930882773855]","[0.026172867776419525, 0.036594704348670654, 0.02347035187896871]","[0.31005406293821386, 0.5672742332071528, 0.318931495676286]","[0.009426920907337112, 0.010067667604068633, 0.008931512150223177]","[0.06477277374681198, 0, 0.0800345001754539]",0.07322480495367163,"[65.63564987010234, 83.99942781168838, 86.88663278118688]","[671.6293771609103, 712.8616981165044, 822.2527202480269]","[83.0, 107.0, 112.0]","[1610.0, 1846.0, 1994.0]"
PD36024a,0.5335478736393268,0.15362180655147986,0.9796108480907239,0.047244689919089256,0.9347469834029138,0.05103668075472528,"[0.8906235593846249, 0.5448845918353907, 0.8369757620116495]","[0.028287529723307572, 0.04003067844614709, 0.029893757289362593]","[0.7450581120862064, 0.487966820797905, 0.7529965985630328]","[0.010932114079184901, 0.009645876203601505, 0.009951206610928088]","[0.10937644061537327, 0.4551154081646094, 0.16302423798834886]","[0.02828752972330759, 0.04003067844614686, 0.02989375728936287]","[0.25494188791379624, 0.5120331792020919, 0.24700340143696983]","[0.010932114079184693, 0.009645876203601534, 0.009951206610928165]","[0.025469975106099094, 0, 0.03604062676054034]",0.03080825957673305,"[53.49581458526311, 67.95405223901274, 50.165774049517985]","[898.8687852899502, 1038.0899856196015, 917.3699620313233]","[76.0, 103.0, 76.0]","[1726.0, 2393.0, 1758.0]"
PD36026a,0.4359714064817811,0.11312155424938444,0.7474421907027652,0.06992726026677287,0.7371821343605542,0.06993385091576976,"[0.5458590965692813, 0.3400355064889859, 0.6115775560339867]","[0.06558397810898525, 0.04547729130272111, 0.04087698795021812]","[0.3546007815675283, 0.2271013180880599, 0.3754735463853413]","[0.01585107084033658, 0.00917579104131788, 0.011515041757506743]","[0.4541409034307188, 0.659964493511011, 0.3884224439660137]","[0.06558397810898524, 0.04547729130272132, 0.040876987950218054]","[0.6453992184324711, 0.7728986819119394, 0.6245264536146579]","[0.015851070840336524, 0.009175791041317891, 0.01151504175750679]","[0.05539493575606731, 0, 0.051044578370712385]",0.05244695095058611,"[28.068708909655097, 51.58645342847398, 61.038088535348614]","[357.7790591252484, 623.3560605782609, 744.4186356622487]","[34.0, 59.0, 75.0]","[641.0, 1172.0, 1344.0]"
PD36039a,0.3618381130440661,0.10844153251460828,0.5963010822252213,0.09146450801671627,0.5427537913513126,0.08068529226711396,"[0.4331208613163988, 0.25049359746915556, 0.3872264800109553]","[0.05095464372852718, 0.04077106995749141, 0.05634156127003201]","[0.21432834537953618, 0.13468270047387562, 0.21843503929844793]","[0.010688343630530846, 0.008071374684500835, 0.014253797122052306]","[0.5668791386836023, 0.7495064025308434, 0.6127735199890451]","[0.05095464372852714, 0.040771069957491544, 0.05634156127003196]","[0.7856716546204645, 0.8653172995261168, 0.7815649607015529]","[0.010688343630531089, 0.008071374684500596, 0.014253797122052339]","[0.06076053200935599, 0, 0.08929060479351567]",0.06992768567401698,"[59.46283338019897, 68.30979685402224, 37.499335233452136]","[705.435080423087, 701.9551832506494, 329.25107284101176]","[79.0, 86.0, 52.0]","[1755.0, 1576.0, 829.0]"
PD36038a,0.2815803244412315,0.10105498350727977,0.5575952718635584,0.07475741611607109,0.5631675610156417,0.07714056632662533,"[0.3192917116906761, 0.2554550381931081, 0.36735966399935405]","[0.038591807535869264, 0.030290337051350102, 0.11245632412484181]","[0.20799753073951366, 0.14019598952740378, 0.2597623316708927]","[0.008673766367194989, 0.006076401587563114, 0.01941625921109342]","[0.6807082883093226, 0.7445449618068918, 0.6326403360006457]","[0.038591807535869264, 0.030290337051350064, 0.11245632412484172]","[0.7920024692604895, 0.8598040104725991, 0.7402376683291072]","[0.008673766367194915, 0.006076401587563086, 0.0194162592110934]","[0.07147450460838932, 0, 0.05070987669514904]",0.06818197937614565,"[68.98212587945623, 95.50122031276413, 8.829954900977057]","[829.722450409159, 1078.1594895166595, 149.7535041382889]","[80.0, 108.0, 10.0]","[1444.0, 1843.0, 273.0]"
PD36054a,0.2745724817153887,0.20045161986289597,0.8977046953321697,0.05249170152655225,0.9073780755185205,0.047691503394991897,"[0.7909016293492658, 0.46498763029501206, 0.7655629973981504]","[0.03094239594309428, 0.04474235809444131, 0.033246834135303605]","[0.7509293728732453, 0.450837038477555, 0.6588857729168683]","[0.02352602387871846, 0.02582884496498628, 0.02388075986089434]","[0.20909837065073375, 0.5350123697049884, 0.23443700260184966]","[0.030942395943094267, 0.044742358094441326, 0.033246834135303556]","[0.2490706271267553, 0.5491629615224454, 0.34111422708313227]","[0.023526023878718553, 0.02582884496498632, 0.02388075986089444]","[0.6205344495185043, 0, 0.41428286180645585]",0.5222585275329252,"[80.14653564972521, 68.17275689001238, 66.10189253576515]","[110.19171263239664, 86.61062382872129, 110.62189713774511]","[85.0, 70.0, 66.0]","[444.0, 302.0, 404.0]"
PD36067a,0.35600697645567875,0.11603624706804012,0.772094645596211,0.07162928082532272,0.7849490955651359,0.06554865895194162,"[0.5375776555216357, 0.37607188245606493, 0.4719334538235734]","[0.04494762956320119, 0.027345722176539775, 0.05327068635114895]","[0.3689030291322575, 0.2162724248226317, 0.32608909097028055]","[0.017427350680807557, 0.0075703980066811625, 0.019684487406176055]","[0.46242234447836594, 0.6239281175439375, 0.5280665461764271]","[0.044947629563201176, 0.027345722176539956, 0.05327068635114892]","[0.6310969708677427, 0.7837275751773665, 0.6739109090297191]","[0.01742735068080757, 0.007570398006681234, 0.019684487406176135]","[0.2024071275598526, 0, 0.15661325978923996]",0.1837662760184657,"[53.414859451504014, 111.29232093837301, 27.858199873205663]","[194.17263467041911, 562.5150770687478, 140.17217789096594]","[59.0, 121.0, 29.0]","[481.0, 1191.0, 331.0]"
