ID,HRDTime,HRDTime_ci,WGDTime,WGDTime_ci,WGDTime_CpG,WGDTime_CpG_err,pi2SBS1,pi2SBS1_ci,pi2SBS3,pi2SBS3_ci,pi1SBS1,pi1SBS1_ci,pi1SBS3,pi1SBS3_ci,c,c21,Nt_SBS1,Nt_SBS3,N_mut(C>TpG),N_mut_all
fc8130df-8ec8-5b1e-e040-11ac0d485e06,0.38248753013355563,0.1378716472592114,0.8496062943053547,0.045656950913349315,0.9085100915055655,0.02649081180663443,"[0.7221757844411164, 0.4991018629563159, 0.7262918811152207]","[0.0303311713297097, 0.11544538523738784, 0.04677470540396029]","[0.5756714583479219, 0.23190292780129845, 0.5880288517986305]","[0.007360932819670089, 0.01749988899000734, 0.013668763771727405]","[0.2778242155588553, 0.5008981370436879, 0.2737081188847627]","[0.030331171329709975, 0.11544538523738775, 0.04677470540396065]","[0.42432854165202355, 0.7680970721987035, 0.41197114820136965]","[0.007360932819670085, 0.017499888990007494, 0.013668763771727457]","[0.031587212108896076, 0, 0.03822754649333703]",0.03328577823915417,"[94.0180092749446, 7.42521137858171, 38.16419449389242]","[1949.8938386183054, 335.20856784007844, 663.152133230076]","[291.0, 30.0, 114.0]","[10858.0, 1444.0, 3732.0]"
f393bafe-7503-5c45-e040-11ac0d484511,0.16728554788135896,0.10644199655503106,0.6990945449699117,0.053456799234317676,0.6483005160248113,0.05489454838196661,"[0.49265319882952185, 0.3620601471221429, 0.4841135126309922]","[0.059163890814839755, 0.03803285654936814, 0.02639565133913121]","[0.41225353997178765, 0.2401222595311887, 0.4282200612030654]","[0.01705489902571691, 0.007990436182244529, 0.006684081907507455]","[0.5073468011704783, 0.6379398528778537, 0.5158864873690007]","[0.05916389081483969, 0.03803285654936783, 0.026395651339131306]","[0.5877464600282096, 0.7598777404688096, 0.5717799387969348]","[0.017054899025716923, 0.007990436182244329, 0.006684081907507372]","[0.081613958972671, 0, 0.07194871044820964]",0.07369302553443684,"[32.03991989210207, 61.04600220443727, 120.91396681177208]","[338.5406499372891, 882.5083623944016, 1516.5747470911683]","[46.0, 97.0, 179.0]","[858.0, 2223.0, 3855.0]"
f393bb0c-4178-ca4a-e040-11ac0d48455f,0.8929063847646138,0.04866628845690635,0.934634873751683,0.039652876773680346,0.9203016881607522,0.039352212666582176,"[0.8216964817449791, 0.556099920802617, 0.8676533948402869]","[0.037798778351027754, 0.10149437813060504, 0.02191957077190671]","[0.15735454952080302, 0.1210730640796504, 0.16246106583123476]","[0.014866545453474538, 0.01925835230758253, 0.013952757988771701]","[0.17830351825502191, 0.4439000791973826, 0.1323466051597139]","[0.037798778351027684, 0.10149437813060508, 0.0219195707719068]","[0.8426454504791973, 0.8789269359203498, 0.8375389341687658]","[0.014866545453474544, 0.01925835230758249, 0.013952757988771734]","[0.24058611494282253, 0, 0.1480293430519593]",0.18705027706778737,"[46.859598005245445, 13.38812990010806, 52.91515034648336]","[41.44162238336632, 38.15408890038549, 56.79320117258967]","[67.0, 19.0, 67.0]","[608.0, 244.0, 828.0]"
f393bb08-4121-cad8-e040-11ac0d484535,0.16019804274093652,0.09912385626587567,0.751783123110921,0.03359319628431556,0.7557036449618141,0.03612695668274407,"[0.6643754750580981, 0.2314931328384489, 0.6153440102541969]","[0.04437352520129159, 0.057641618609307346, 0.021861632366153592]","[0.5639952231237296, 0.33444169044371547, 0.5594106096560612]","[0.013744632391687989, 0.019113759637019098, 0.0063039332141751215]","[0.33562452494190465, 0.7685068671615507, 0.38465598974579907]","[0.04437352520129148, 0.05764161860930734, 0.021861632366153672]","[0.436004776876271, 0.6655583095562853, 0.44058939034394085]","[0.013744632391687968, 0.019113759637019216, 0.006303933214175211]","[0.06579673754860862, 0, 0.07030162513088742]",0.06943123356390556,"[48.41657271420643, 19.594618202520092, 191.57189688915167]","[567.6167385042587, 214.9612403673058, 2380.177308456267]","[74.0, 27.0, 274.0]","[1303.0, 526.0, 5407.0]"
f393bb07-270c-2c93-e040-11ac0d484533,0.15820604850307796,0.1467644224156331,0.7866134866099486,0.05438220100504787,0.7489680059815075,0.055747462547756754,"[0.6079559291311553, 0.3991580393518579, 0.6367659439993866]","[0.04493481335571758, 0.05483947830638305, 0.03407613985231822]","[0.5751693636038795, 0.3048810846622529, 0.5792050719390107]","[0.01340687525651108, 0.012620430439280569, 0.008792556896544972]","[0.3920440708688448, 0.6008419606481425, 0.36323405600061437]","[0.04493481335571764, 0.05483947830638307, 0.034076139852318096]","[0.42483063639611857, 0.6951189153377477, 0.42079492806099184]","[0.01340687525651114, 0.012620430439280635, 0.008792556896544824]","[0.060767831995255366, 0, 0.047841729078585866]",0.0522759668287509,"[42.935309138162076, 27.669511684827867, 68.95549575560784]","[652.0503488848552, 493.3269970188909, 1245.2144732953939]","[67.0, 47.0, 110.0]","[1544.0, 1153.0, 2951.0]"
f221cbb5-eefa-187f-e040-11ac0c481708,0.5535312136992796,0.07270069573107185,0.6704498531727883,0.06285539217216746,0.5712506837162005,0.059847130697935236,"[0.5155198358045587, 0.27803332847834983, 0.5465102570356973]","[0.06103398619381661, 0.033942283059802056, 0.04142176701790132]","[0.15930259889663412, 0.11342882488422398, 0.1600698667870683]","[0.009695491798061989, 0.005133826805562267, 0.006816332138128423]","[0.4844801641954394, 0.7219666715216458, 0.45348974296430383]","[0.0610339861938167, 0.033942283059802236, 0.04142176701790094]","[0.8406974011033657, 0.8865711751157673, 0.8399301332129228]","[0.009695491798061891, 0.005133826805562399, 0.00681633213812841]","[0.047985405110218926, 0, 0.04282968844699614]",0.04445267968336857,"[33.9789016754672, 97.1723942829804, 69.41640494285612]","[407.77435506124516, 1079.3371280172726, 874.4621853782429]","[54.0, 138.0, 112.0]","[1081.0, 2785.0, 2345.0]"
987528ac-437a-4eb8-a335-4f2076d5c006,0.49645301602420444,0.09487637732252122,0.7855178504904738,0.05432199643990321,0.6332171486841838,0.057468404400686735,"[0.6319693223625311, 0.41270972866538314, 0.5808404618183135]","[0.03658532192782235, 0.058080484777788155, 0.05044558688467192]","[0.36516187829360985, 0.23063399953167996, 0.397685666299174]","[0.00832283701963984, 0.011273557997202227, 0.012033280276699731]","[0.36803067763747505, 0.5872902713346183, 0.4191595381816867]","[0.03658532192782235, 0.0580804847777881, 0.050445586884671885]","[0.6348381217063961, 0.769366000468317, 0.6023143337008237]","[0.008322837019639883, 0.011273557997202194, 0.012033280276699778]","[0.02996109437158599, 0, 0.03387843905839907]",0.03106377175755247,"[89.9815092716356, 38.36786686246015, 32.996897282693155]","[1736.9091191111074, 775.6452197897194, 675.4000033853674]","[172.0, 67.0, 67.0]","[4460.0, 1899.0, 1740.0]"
43f7a2e0-fec9-4e43-872d-18c6c946fa17,0.37957513890754285,0.13776937515093654,0.8839456110219334,0.054639474529279475,0.8605943015491132,0.05241749208215124,"[0.6771333350408166, 0.5186929630953586, 0.6960751636349116]","[0.032371588144479636, 0.03536795607346698, 0.04727823514981094]","[0.5549156573224456, 0.5273694508670093, 0.5609118033438969]","[0.01720592542814253, 0.01633843415962616, 0.025937480277877026]","[0.32286666495918565, 0.4813070369046436, 0.30392483636508927]","[0.03237158814447968, 0.03536795607346694, 0.04727823514981107]","[0.44508434267755237, 0.47263054913299085, 0.4390881966561034]","[0.017205925428142515, 0.01633843415962611, 0.025937480277877123]","[0.32664755166974724, 0, 0.44100228069574254]",0.3615642252549482,"[96.99542819266408, 77.97122520226745, 54.495321837571225]","[215.99412149498892, 113.80256690294624, 85.88463062056637]","[114.0, 94.0, 63.0]","[1006.0, 745.0, 441.0]"
418e916b-7a4e-4fab-8616-15dcec4d79f8,0.23951755598192392,0.0958834368684411,0.7889952294221863,0.03865158724201839,0.7601650433290241,0.03829903614250624,"[0.6182834442742247, 0.5058373362797313, 0.6498718217731834]","[0.032077107037780196, 0.10862755937047214, 0.029050763897413897]","[0.5346615427017869, 0.30727477500843653, 0.560875443416248]","[0.010007619625451913, 0.025913566475464084, 0.010601421704515545]","[0.38171655572577734, 0.49416266372026896, 0.35012817822681946]","[0.03207710703778017, 0.10862755937047197, 0.029050763897413852]","[0.4653384572982134, 0.692725224991564, 0.43912455658375193]","[0.010007619625451944, 0.025913566475464035, 0.010601421704515465]","[0.08666068837791423, 0, 0.09252902356643716]",0.08940684088142177,"[138.88614760510342, 14.430118716300845, 133.05207647590893]","[1315.6477537910216, 154.37707245068202, 1146.858505336223]","[179.0, 20.0, 169.0]","[2771.0, 302.0, 2425.0]"
110b5f05-ded7-45ec-b0f6-a941c92d77dd,0.627912596202688,0.09665494908146449,0.9466170371487902,0.049098165914019665,0.9162751590963681,0.05154664087199634,"[0.851017924753674, 0.5182118696651741, 0.7313252486394143]","[0.03143585387940469, 0.03053328199982704, 0.03282016888543613]","[0.5299302853093891, 0.35913576455557183, 0.5236190546133641]","[0.015061011168315664, 0.007911361845199676, 0.01179607429050505]","[0.14898207524632578, 0.48178813033482615, 0.2686747513605869]","[0.03143585387940468, 0.030533281999826765, 0.03282016888543629]","[0.47006971469061276, 0.6408642354444294, 0.4763809453866363]","[0.015061011168315664, 0.007911361845199874, 0.01179607429050515]","[0.023604336257103783, 0, 0.04490554625581773]",0.03705963096261336,"[37.81248451337653, 91.95173400569067, 70.04046136948037]","[505.9600010750784, 1212.1146222213733, 880.0692812362034]","[49.0, 123.0, 88.0]","[1085.0, 2539.0, 1863.0]"
