cell_name,mut_count,length_in_CN[Mb],d,analytical_power_g,mut_burden_per_multiplicity,res_norm
BTT3_sc202,"[0, 0, 0]",0.0,0.33946968930270216,[0.01172398 0.02265664 0.03287126],[0 0 0],0.0
BTT3_sc203,"[0, 0, 0]",0.0,0.3246842616580311,[0.01135119 0.02199144 0.03197889],[0 0 0],0.0
BTT3_sc204,"[0, 0, 0]",82.101473,0.2989005461339465,[0.01313981 0.02529431 0.03657093],[0 0 0],0.0
BTT3_sc205,"[0, 0, 0]",0.0,0.3831221759546381,[0.0141032  0.02710643 0.03912176],[0 0 0],0.0
BTT3_sc206,"[0, 0, 0]",0.0,0.33275159368795065,[0.01164497 0.02245558 0.032508  ],[0 0 0],0.0
BTT3_sc337,"[38, 0, 0]",649.710106,0.311020498906085,[0.01850773 0.03530726 0.05061497],[2053    0    0],0.0
BTT3_sc338,"[58, 7, 0]",876.306022,0.30709581636149075,[0.02527089 0.04765456 0.06758573],[1743  440    0],7.588599744428075e-15
BTT3_sc339,"[29, 3, 0]",517.870516,0.30217364846773603,[0.01808853 0.03456492 0.04962678],[1136  331    0],1.3470735869166908e-14
BTT3_sc340,"[50, 5, 0]",724.370002,0.330254584027883,[0.02511795 0.04738344 0.06720992],[1536  347    0],2.4311855674171258e-14
BTT3_sc341,"[26, 1, 0]",367.790705,0.3422493007559732,[0.0238305  0.04495918 0.06380046],[989  76   0],1.1102230246251565e-16
BTT3_sc342,"[33, 0, 0]",644.903163,0.2783747866234376,[0.01341206 0.02586647 0.03746216],[2460    0    0],2.6228229903274366e-15
BTT3_sc343,"[39, 3, 0]",520.168933,0.3617561090737446,[0.023281   0.04396303 0.0624408 ],[1323  255    0],3.184265702220715e-14
BTT3_sc344,"[58, 3, 0]",586.495981,0.36280808141454773,[0.02122117 0.04006688 0.05689556],[2346  280    0],7.450019692467887e-14
BTT3_sc345,"[66, 0, 0]",2878.047147,0.3756625969679233,[0.03180287 0.05904069 0.08258539],[2075    0    0],0.0
BTT3_sc346,"[13, 0, 0]",316.698304,0.3356527861909717,[0.01752994 0.03335692 0.04771203],[742   0   0],1.9878508714238344e-15
BTT3_sc347,"[31, 1, 0]",520.212991,0.29650811724720944,[0.02073149 0.03941323 0.05632617],[1382   85    0],3.769852444203907e-14
BTT3_sc348,"[49, 1, 0]",719.531995,0.3281917261256814,[0.02143667 0.04064424 0.05794328],[2165   88    0],1.432144669219779e-14
BTT3_sc349,"[33, 4, 0]",507.655705,0.3660154421593722,[0.02447836 0.04610598 0.06532177],[920 314   0],3.9968028886505635e-15
BTT3_sc350,"[18, 3, 1]",476.908048,0.3211536426339789,[0.02245819 0.04237451 0.06015006],[578  42 120],7.549516567451064e-15
BTT3_sc351,"[31, 0, 0]",744.355203,0.28892562361648944,[0.014922   0.02868528 0.04142003],[2077    0    0],4.4497800846995626e-15
BTT3_sc352,"[38, 3, 0]",635.120577,0.35766034045957595,[0.02063275 0.03907556 0.05565352],[1422  298    0],1.2434497875801753e-14
BTT3_sc353,"[11, 1, 1]",288.878514,0.3594230750565375,[0.02296456 0.04327738 0.06135034],[393   0  58],0.650943753833821
BTT3_sc354,"[27, 1, 1]",460.068014,0.3626697767341154,[0.02171573 0.04096345 0.05811676],[1151    0   61],0.6727112178245558
BTT3_sc355,"[27, 3, 0]",519.673683,0.2766553383113708,[0.01267719 0.02449591 0.03553844],[1282  561    0],5.0242958677880805e-15
BTT3_sc356,"[70, 7, 0]",864.32912,0.3579723882134762,[0.02415501 0.04538378 0.06414859],[2208  522    0],1.1560783426552773e-13
BTT3_sc357,"[21, 0, 0]",654.924078,0.29061433648589613,[0.01451265 0.02787166 0.04020247],[1447    0    0],1.495845318542249e-15
BTT3_sc358,"[11, 1, 0]",360.677812,0.2667060219774814,[0.01275345 0.02460329 0.03564339],[612 170   0],1.106063875159531e-14
BTT3_sc359,"[13, 2, 0]",446.722598,0.3027533224920092,[0.01180159 0.02275607 0.03294633],[459 421   0],3.6711362358151336e-14
BTT3_sc360,"[14, 0, 0]",558.558482,0.29061542556505093,[0.01498712 0.02876509 0.04146856],[934   0   0],0.0
BTT3_sc361,"[21, 3, 0]",461.566181,0.33351280514440707,[0.01917116 0.03647385 0.05215423],[641 321   0],4.30657802597218e-14
BTT3_sc363,"[39, 2, 0]",831.023824,0.30651812971988646,[0.01530733 0.02929763 0.04212927],[2152  275    0],1.549228615839163e-14
BTT3_sc364,"[16, 2, 1]",587.071914,0.2851393673661134,[0.01631545 0.03125281 0.04496826],[758   0 141],0.41275096403618855
BTT3_sc365,"[44, 3, 0]",715.857558,0.33202589533584453,[0.0166859  0.03185256 0.04569026],[2066  393    0],7.444291678311382e-15
BTT3_sc366,"[36, 5, 1]",527.892616,0.3185477012219546,[0.01729407 0.03296024 0.04721143],[1462  189  222],3.2408054764830745e-14
BTT3_sc367,"[44, 1, 0]",591.503988,0.3341307041031292,[0.01654551 0.03164157 0.04546412],[2455  138    0],1.138871158638615e-13
BTT3_sc369,"[15, 2, 0]",558.225186,0.3134703239035457,[0.01610739 0.03078461 0.04420315],[559 260   0],4.3737714791252564e-15
BTT3_sc370,"[122, 1, 0]",3036.302756,0.38827424823699835,[0.03335598 0.06172641 0.08606286],[3598   48    0],3.7646220527911216e-14
BTT3_sc371,"[34, 3, 0]",605.473303,0.33380737270648597,[0.01784686 0.03398268 0.0486301 ],[1404  351    0],8.379058453350832e-15
BTT3_sc372,"[36, 3, 0]",686.766567,0.3652179992309728,[0.01923453 0.03653146 0.05215255],[1371  346    0],3.423997527805189e-14
BTT3_sc373,"[50, 0, 0]",681.298573,0.3606387539296942,[0.02003361 0.03799042 0.05415006],[2496    0    0],0.0
BTT3_sc374,"[73, 4, 0]",683.941315,0.3927857736779967,[0.02372463 0.04448274 0.06275385],[2628  330    0],2.6645352591003757e-15
BTT3_sc375,"[43, 1, 0]",643.798276,0.3039602729753245,[0.01507273 0.02884561 0.04147674],[2655  138    0],6.209962801092984e-14
BTT3_sc376,"[46, 4, 0]",698.090958,0.3379651175675376,[0.01771973 0.03380271 0.04844889],[1874  497    0],2.7533531010703882e-14
BTT3_sc377,"[40, 1, 0]",540.408819,0.350228999106345,[0.02313568 0.04359794 0.06180433],[1623   79    0],2.3264513797739596e-14
BTT3_sc378,"[49, 1, 0]",674.154567,0.35005262234695667,[0.0221939  0.041995   0.05974242],[2085   89    0],1.4419228562316118e-14
BTT3_sc379,"[7, 0, 0]",318.956524,0.29305533483774593,[0.01493979 0.02866219 0.04130528],[469   0   0],9.676685970445913e-16
BTT3_sc380,"[31, 5, 0]",700.337811,0.290800326043408,[0.01831808 0.03501143 0.05026336],[965 524   0],1.0658141036401503e-14
BTT3_sc381,"[35, 1, 0]",614.097929,0.3568087074943083,[0.0201143  0.03813728 0.05435991],[1593  104    0],3.1086244689504383e-15
BTT3_sc382,"[27, 2, 0]",461.588972,0.34957649810848673,[0.0224781  0.04242213 0.06021574],[975 167   0],3.121463308688681e-14
BTT3_sc383,"[47, 4, 0]",885.84765,0.3322770767969847,[0.02117447 0.03995245 0.05670453],[1781  333    0],4.657614887233291e-14
BTT3_sc384,"[40, 2, 0]",582.464282,0.3508168491305085,[0.02239609 0.0423102  0.06011064],[1551  171    0],6.910619096186608e-14
BTT3_sc385,"[37, 6, 0]",563.868534,0.3610074673335293,[0.0198898  0.03774409 0.0538483 ],[930 649   0],1.432144669219779e-14
BTT3_sc386,"[19, 0, 0]",273.535034,0.34827092560282735,[0.02488826 0.04684435 0.06633622],[763   0   0],0.0
BTT3_sc387,"[33, 2, 0]",679.811565,0.31877159072215827,[0.01807045 0.03438668 0.04918775],[1526  216    0],1.356359827130672e-14
BTT3_sc388,"[42, 3, 0]",616.293611,0.33287824808789457,[0.01916866 0.03646972 0.05214241],[1737  321    0],1.4762409111305595e-14
BTT3_sc389,"[58, 4, 0]",657.682944,0.3752465555998249,[0.02441542 0.04571136 0.06443157],[1985  296    0],6.37150922743668e-14
BTT3_sc390,"[42, 6, 0]",584.503619,0.38519557470195076,[0.02314398 0.04352228 0.06156963],[1101  518    0],4.963119301658425e-14
