cell_name,mut_count,length_in_CN[Mb],d,analytical_power_g,mut_burden_per_multiplicity,res_norm
BTE1_sc001,"[0, 0, 0]",29.105413,0.3862534951242681,[0.01499224 0.02839441 0.04045532],[0 0 0],0.0
BTE1_sc002,"[31, 8, 1]",563.388671,0.4002325850786678,[0.03308643 0.05961047 0.08121652],[638 249  50],9.444076773118198e-15
BTE1_sc004,"[15, 1, 0]",576.131388,0.4066619276475406,[0.01280731 0.02426255 0.03457612],[892 189   0],1.790180836524724e-15
BTE1_sc005,"[18, 1, 1]",501.352669,0.41110590962794535,[0.01966956 0.03659318 0.05137948],[791   0  82],0.4741244841048019
BTE1_sc008,"[32, 3, 0]",360.554293,0.43847612068095226,[0.02404402 0.04434772 0.06175047],[1040  225    0],8.881784197001252e-16
BTE1_sc009,"[28, 1, 3]",940.414715,0.4430558909549491,[0.01449598 0.02757974 0.03949067],[1586    0  179],2.671518355174061
BTE1_sc010,"[16, 3, 0]",261.596016,0.4324973836195201,[0.02673482 0.04888907 0.06754701],[380 181   0],5.0594395213445654e-15
BTE1_sc011,"[2, 0, 0]",32.995812,0.465001852046373,[0.02621848 0.04816695 0.06672695],[76  0  0],0.0
BTE1_sc012,"[15, 3, 0]",547.946538,0.405970368933208,[0.02446085 0.04488619 0.06220281],[388 189   0],2.5121479338940403e-15
BTE1_sc013,"[2, 0, 0]",144.600222,0.4889781286705148,[0.03681272 0.06598306 0.08949934],[54  0  0],3.356065404112441e-16
BTE1_sc014,"[19, 0, 0]",383.294291,0.4312806813252049,[0.02159508 0.0399343  0.05573063],[880   0   0],0.0
BTE1_sc015,"[18, 3, 0]",631.886445,0.37799865184578174,[0.01753935 0.03308528 0.04695878],[536 351   0],2.0235312227916225e-14
BTE1_sc016,"[16, 0, 1]",622.392044,0.34436161360553524,[0.01179827 0.02256042 0.0324474 ],[1288    0   38],0.9453138629649411
BTE1_sc017,"[20, 2, 0]",389.300477,0.3618408319110376,[0.0179814  0.03380676 0.04785279],[838 205   0],1.5276285904699423e-14
BTE1_sc018,"[20, 10, 0]",438.032103,0.35147315936022794,[0.02259727 0.0420584  0.05897941],[ 62 680   0],5.764778900588026e-15
BTE1_sc020,"[18, 5, 0]",521.197782,0.38021698394446574,[0.01645322 0.03117509 0.04447182],[113 678   0],7.993605777301127e-15
BTE1_sc021,"[18, 3, 1]",632.621444,0.3552714123233385,[0.01453898 0.02771162 0.03972834],[746   0 280],0.03931788203789846
BTE1_sc022,"[50, 11, 0]",1060.520248,0.40507216831118,[0.01716629 0.0323478  0.0458481 ],[ 901 1408    0],1.4339811401806022e-13
BTE1_sc023,"[14, 1, 0]",621.383395,0.33887810386611344,[0.01078563 0.02072578 0.02993731],[927 241   0],6.772360450213455e-15
BTE1_sc024,"[10, 2, 0]",442.132759,0.2640805807588916,[0.01293249 0.02475809 0.03561853],[402 275   0],6.661338147750939e-16
