cell_name,mut_count,length_in_CN[Mb],d,analytical_power_g,mut_burden_per_multiplicity,res_norm
BTH3_sc001,"[13, 0, 0]",337.238904,0.3941883836983643,[0.02779759 0.05197872 0.07316061],[468   0   0],2.2389037661349163e-15
BTH3_sc002,"[20, 1, 1]",547.453549,0.34261639856506865,[0.02226356 0.0421074  0.05988406],[809   0  59],0.6579679939928245
BTH3_sc003,"[29, 0, 0]",1431.913975,0.46684092283763934,[0.02372148 0.04474913 0.06354999],[1223    0    0],7.367547224243295e-15
BTH3_sc006,"[20, 1, 0]",576.124126,0.4559215734499535,[0.02939617 0.05476833 0.07686804],[578  73   0],6.8833827526759706e-15
BTH3_sc007,"[60, 0, 0]",2086.990258,0.4483324126501864,[0.03939073 0.0718013  0.09890303],[1523    0    0],1.2662911296821619e-14
BTH3_sc008,"[11, 3, 0]",514.147227,0.4103602084036133,[0.02499561 0.04731397 0.06733411],[ 13 289   0],1.525742346960739e-15
BTH3_sc009,"[1, 0, 0]",36.855167,0.46847978992778766,[0.04148187 0.07531688 0.10330746],[24  0  0],1.319379523269492e-16
BTH3_sc011,"[18, 0, 0]",900.537713,0.4943482855372955,[0.03908567 0.07137613 0.09830484],[461   0   0],4.130410086097289e-15
BTH3_sc013,"[12, 0, 0]",545.304411,0.4547359337119204,[0.0347057  0.06388628 0.0886746 ],[346   0   0],1.7763568394002505e-15
BTH3_sc014,"[7, 0, 0]",389.943471,0.47251595590368434,[0.03352236 0.06210947 0.08673019],[209   0   0],8.257498369848238e-16
BTH3_sc015,"[4, 0, 0]",462.232334,0.4583430218610093,[0.03207909 0.05952429 0.08325404],[125   0   0],1.969979218671283e-16
BTH3_sc017,"[34, 4, 1]",885.969739,0.4894233102197704,[0.0400286  0.07269809 0.09981983],[670  65  75],3.318508435560369e-14
BTH3_sc018,"[21, 2, 2]",405.429815,0.4909435683095426,[0.03703871 0.06787553 0.09386578],[461   0  75],1.3105163835751086
BTH3_sc019,"[15, 2, 0]",576.124126,0.3898166565286024,[0.02768135 0.05214937 0.07387024],[330 151   0],5.329070518200751e-15
BTH3_sc020,"[11, 1, 0]",670.9437,0.3751546175209852,[0.02737506 0.05150303 0.07294104],[305  71   0],4.269289681456782e-15
BTH3_sc021,"[15, 1, 0]",822.523211,0.46480986507526606,[0.02354719 0.0446469  0.06367034],[445 124   0],9.711754835274995e-15
BTH3_sc022,"[11, 3, 2]",293.902705,0.4851308485329104,[0.03481404 0.06413236 0.08918708],[137   0 119],0.9387475363226612
BTH3_sc023,"[7, 1, 0]",583.126899,0.3611647290097046,[0.02106597 0.04014367 0.05751118],[169 111   0],3.552713678800501e-15
