cell_name,mut_count,length_in_CN[Mb],d,analytical_power_g,mut_burden_per_multiplicity,res_norm
BTE5_sc001,"[13, 0, 0]",452.851036,0.3698372202318101,[0.03061981 0.05750244 0.08121539],[425   0   0],1.7763568394002505e-15
BTE5_sc003,"[56, 3, 1]",1385.985248,0.3702336559394736,[0.03444517 0.06423279 0.09014886],[1506    6   86],3.201448939321693e-14
BTE5_sc004,"[16, 1, 0]",485.282798,0.38782385540069225,[0.03644527 0.06769678 0.09466954],[380  46   0],3.834691684006085e-15
BTE5_sc005,"[73, 4, 0]",1417.161604,0.34015063650210303,[0.03096322 0.05809615 0.08198251],[2085  214    0],1.468406946348269e-14
BTE5_sc007,"[83, 8, 0]",1342.025934,0.39422982168440895,[0.03769588 0.06997222 0.09777328],[1741  362    0],3.019806626980426e-14
BTE5_sc008,"[21, 6, 1]",634.180294,0.45810697052799665,[0.04692461 0.08204403 0.10891679],[316 118  32],1.1428288744193235e-14
BTE5_sc009,"[54, 2, 0]",1167.564344,0.40101453290083133,[0.03426409 0.06379777 0.08941291],[1437  106    0],3.375077994860476e-14
BTE5_sc010,"[23, 1, 0]",543.091285,0.41711429403741285,[0.040173   0.07381298 0.10224556],[523  40   0],1.1324274851176597e-14
BTE5_sc011,"[58, 1, 0]",1500.477124,0.3416546679151026,[0.02869105 0.05409799 0.07669548],[1938   63    0],8.49773822542116e-14
BTE5_sc012,"[69, 6, 0]",1401.999122,0.3646182676038401,[0.02967142 0.05575264 0.07880305],[1828  373    0],7.07816833865995e-14
BTE5_sc014,"[69, 8, 0]",1564.646881,0.3766567616564901,[0.03617599 0.0672469  0.09408795],[1453  364    0],4.440892098500626e-15
BTE5_sc015,"[8, 0, 0]",505.9865,0.3413735280791813,[0.01896734 0.03619813 0.05192633],[422   0   0],8.881784197001252e-16
BTE5_sc016,"[21, 2, 0]",1464.717063,0.34133142527665666,[0.01258292 0.02418197 0.03490956],[1024  418    0],3.8778423131653425e-15
BTE5_sc017,"[65, 5, 0]",1346.022492,0.41083369649603313,[0.0358315  0.06649217 0.09291802],[1490  250    0],5.849395255912269e-14
BTE5_sc020,"[35, 0, 0]",1173.484631,0.3879444726283263,[0.02247249 0.04255532 0.06060687],[1557    0    0],0.0
BTE5_sc021,"[47, 1, 0]",1641.285038,0.3295515216230646,[0.02257506 0.04303009 0.06161712],[1949   93    0],1.2656542480726785e-14
BTE5_sc023,"[52, 2, 0]",1281.136046,0.37488209855670834,[0.02157988 0.04090872 0.05832342],[2114  205    0],2.8982843501379335e-14
