cell_name,mut_count,length_in_CN[Mb],d,analytical_power_g,mut_burden_per_multiplicity,res_norm
BTE4_sc001,"[175, 4, 0]",1095.313857,0.44713384115196775,[0.0306771  0.05768495 0.08161948],[5245  314    0],7.160723346098895e-14
BTE4_sc002,"[161, 5, 1]",999.171438,0.4256321976636073,[0.0304617  0.05736442 0.08126184],[4925   53  172],5.990031340265478e-13
BTE4_sc003,"[65, 0, 0]",1071.281789,0.369200024979704,[0.01103095 0.02138783 0.03113829],[5893    0    0],1.4210854715202004e-14
BTE4_sc004,"[136, 5, 0]",991.904437,0.331787875953663,[0.02422295 0.04622755 0.06627845],[4965  448    0],2.8284792924572706e-13
BTE4_sc006,"[155, 2, 0]",1104.026176,0.35451621788331505,[0.02957122 0.05597511 0.07964186],[5052  136    0],5.747868104673397e-14
BTE4_sc009,"[130, 6, 0]",1051.220468,0.3647892510395991,[0.02696843 0.05124553 0.07317959],[4098  497    0],3.041197616266107e-13
BTE4_sc010,"[164, 17, 2]",1104.435035,0.37483587150021414,[0.03454712 0.06446992 0.09058513],[3773  577  171],1.0722363609063816e-13
BTE4_sc011,"[130, 7, 0]",1218.314452,0.321364396962286,[0.01998562 0.03842248 0.0554755 ],[5191  865    0],4.9769702052493514e-14
BTE4_sc012,"[128, 6, 0]",1050.016362,0.3222138727830104,[0.02415118 0.04614841 0.06623996],[4526  535    0],1.0566679173882106e-13
BTE4_sc013,"[140, 2, 1]",1058.144494,0.33292397706561955,[0.02739905 0.05208983 0.07441185],[4980    0   83],0.47461315796027975
BTE4_sc014,"[120, 8, 2]",1272.744422,0.37286677794052525,[0.02848545 0.05374603 0.07626862],[3686   64  283],2.25438159633332e-14
BTE4_sc015,"[146, 4, 0]",1152.378739,0.35121756779292196,[0.02821457 0.0535242  0.07631231],[4760  293    0],5.605659778216216e-14
BTE4_sc016,"[127, 3, 0]",1033.998166,0.34007989347536616,[0.02447403 0.04669675 0.06694104],[4791  273    0],1.3491289278219755e-13
BTE4_sc018,"[187, 15, 0]",1414.270145,0.3542726094326453,[0.03459591 0.06459213 0.09079281],[4528  702    0],3.66205343881779e-14
BTE4_sc019,"[165, 5, 0]",1183.819293,0.3584785822067564,[0.02999087 0.05670751 0.08060376],[5038  333    0],3.9571314065414964e-14
BTE4_sc020,"[174, 5, 0]",1146.005042,0.38088449985095274,[0.03214461 0.06052496 0.08569754],[4980  312    0],3.8191672047105385e-14
BTE4_sc021,"[170, 18, 0]",1276.443151,0.3575315346304584,[0.03210114 0.06013622 0.08479208],[4051  964    0],3.776586443654626e-14
BTE4_sc022,"[152, 5, 0]",1142.197847,0.35748513659070286,[0.02773762 0.05263948 0.07508113],[4932  384    0],2.6645352591003757e-15
BTE4_sc023,"[99, 8, 0]",1084.305292,0.33616203703703706,[0.02386917 0.04554158 0.06528777],[3079  736    0],1.2434497875801753e-14
BTE4_sc024,"[150, 5, 0]",1156.296481,0.34808342962599653,[0.0269371  0.05115036 0.07300614],[5020  387    0],9.542137457301166e-14
BTE4_sc025,"[111, 6, 0]",1216.077768,0.29245510633164445,[0.01912488 0.03682334 0.05324188],[4731  720    0],1.7817749756764168e-13
BTE4_sc027,"[205, 8, 0]",1203.137895,0.3462368973776734,[0.03367257 0.06329836 0.08947541],[5548  414    0],1.4210854715202004e-14
BTE4_sc029,"[90, 3, 2]",964.448453,0.3000825522221177,[0.01901288 0.03657439 0.05283757],[4376    0  205],1.268176938827439
BTE4_sc030,"[202, 17, 2]",1296.44964,0.34324347978295117,[0.03728691 0.0696944  0.09800715],[4628  493  144],1.1975596543353486e-13
BTE4_sc031,"[156, 9, 0]",999.803824,0.331360705852745,[0.0288106  0.05455929 0.07766478],[4622  584    0],4.263256414560601e-14
BTE4_sc034,"[85, 3, 0]",949.067956,0.40375873156669256,[0.02033941 0.03857063 0.05500721],[3644  360    0],3.2594440447038593e-13
BTE4_sc035,"[161, 11, 1]",1081.266053,0.3676209438734327,[0.0352658  0.06607961 0.09313161],[3922  389   96],1.2469663038255286e-13
BTE4_sc037,"[159, 11, 0]",1041.019703,0.3790185642328163,[0.03427389 0.06428938 0.09070407],[3827  604    0],8.881784197001252e-15
BTE4_sc043,"[87, 17, 0]",789.890264,0.39320454152390655,[0.02584958 0.04845807 0.06837233],[1617 1284    0],9.715049686714339e-14
BTE4_sc044,"[164, 13, 0]",1101.818199,0.3197968132196488,[0.02981556 0.05647829 0.08040003],[4450  785    0],4.2620754064273416e-14
BTE4_sc045,"[53, 0, 0]",1105.754471,0.26452633958851457,[0.01106936 0.02157117 0.0315502 ],[4788    0    0],1.4504708710062523e-14
BTE4_sc046,"[140, 7, 0]",1041.139504,0.34931023760589125,[0.02890119 0.05474149 0.07793765],[4170  484    0],1.1563212436229868e-13
BTE4_sc047,"[169, 10, 0]",1139.09557,0.3493505356649855,[0.03326801 0.06262608 0.08863758],[4362  541    0],5.50860500197904e-14
BTE4_sc050,"[153, 10, 2]",1152.355825,0.3017353706735665,[0.03103881 0.05863242 0.08325735],[4409  232  175],9.9224129280218e-14
BTE4_sc051,"[166, 7, 1]",1151.01117,0.30869604974396486,[0.03311545 0.06247027 0.08858283],[4652  199   85],6.985561736922572e-14
BTE4_sc052,"[111, 2, 0]",1138.161161,0.24672408469046628,[0.02427679 0.04652435 0.0669511 ],[4389  139    0],1.2997731509628168e-13
BTE4_sc054,"[178, 12, 0]",1015.52341,0.32547431022388984,[0.03104054 0.05866607 0.08333993],[4830  683    0],4.790160723896816e-14
BTE4_sc055,"[147, 7, 0]",1057.00785,0.32317017798764985,[0.0275956  0.05234794 0.07463499],[4681  474    0],1.6066659357973457e-13
BTE4_sc058,"[127, 6, 0]",1111.12575,0.32636825921541474,[0.02841249 0.05392938 0.07692482],[3914  404    0],2.864289338439558e-14
BTE4_sc059,"[103, 4, 0]",1130.878667,0.3479283576505799,[0.02463178 0.04685061 0.06698683],[3680  349    0],1.7763568394002505e-14
BTE4_sc061,"[162, 9, 0]",1021.336894,0.29653811647739065,[0.02972884 0.05638719 0.08036593],[4784  510    0],1.9539925233402755e-14
BTE4_sc062,"[271, 10, 0]",1108.80942,0.372961487872405,[0.03911535 0.07289753 0.10222692],[6383  430    0],1.509903313490213e-13
BTE4_sc063,"[197, 14, 1]",1181.226282,0.3538829866826276,[0.03528172 0.06616883 0.09333767],[4772  533   90],2.5693938255839643e-13
BTE4_sc064,"[186, 15, 0]",1242.711717,0.3702464031960353,[0.0374288  0.06991824 0.09826889],[4081  690    0],2.3905274094766995e-13
BTE4_sc065,"[158, 9, 1]",1191.816336,0.3492107912564203,[0.0325034  0.06125599 0.08679791],[4283  316  109],2.0602341391586555e-14
BTE4_sc066,"[195, 12, 0]",1206.221711,0.38840113111521507,[0.03790102 0.07075354 0.09939301],[4392  573    0],4.796163466380676e-14
BTE4_sc201,"[0, 0, 0]",0.0,0.3594043067840561,[0.01236012 0.02405263 0.03513039],[0 0 0],0.0
BTE4_sc203,"[0, 0, 0]",0.0,0.37084727849216137,[0.02197429 0.04229111 0.06110419],[0 0 0],0.0
BTE4_sc205,"[0, 0, 0]",0.0,0.34653787185168733,[0.02252963 0.04344285 0.06286822],[0 0 0],0.0
