cell_name,mut_count,length_in_CN[Mb],d,analytical_power_g,mut_burden_per_multiplicity,res_norm
BTH1_sc301,"[44, 7]",1114.485232,0.44248650549637925,[0.01747343 0.0327177 ],[1248  892],1.7495085916501026e-14
BTH1_sc303,"[32, 3]",1018.409862,0.4002422401566403,[0.01196862 0.02274763],[1725  631],1.1546319456101628e-14
BTH1_sc304,"[58, 8]",938.939185,0.40947194023015343,[0.01746851 0.03280302],[1966  965],7.32410687763558e-15
BTH1_sc305,"[27, 2]",1121.475041,0.3464346412473214,[0.00917223 0.01767476],[1956  626],1.0395861869767154e-14
BTH1_sc306,"[35, 4]",862.883535,0.44037793981719214,[0.01954452 0.0363787 ],[1220  417],7.105427357601002e-15
BTH1_sc307,"[46, 4]",1219.388755,0.39934137052203544,[0.01262087 0.02387116],[2585  728],1.9539925233402755e-14
BTH1_sc308,"[46, 8]",1200.592176,0.4216168054181403,[0.01541111 0.02906173],[1215 1214],2.1628557899130955e-14
BTH1_sc309,"[25, 8]",1129.247966,0.43036649214659684,[0.01654996 0.03096049],[  76 1025],5.329070518200751e-15
BTH1_sc310,"[41, 5]",1151.136967,0.3996780607896979,[0.0150067  0.02832507],[1669  740],8.881784197001252e-15
BTH1_sc311,"[36, 5]",1363.486978,0.47310825399941114,[0.00897677 0.01703284],[1375 1683],9.769962616701378e-15
BTH1_sc312,"[47, 5]",865.431792,0.4342551870220241,[0.0185484  0.03459721],[1769  555],2.3313626137889344e-14
BTH1_sc313,"[47, 10]",1067.474898,0.45653646421314065,[0.02062213 0.03803223],[1066  921],2.416106516409301e-14
BTH1_sc314,"[17, 6]",885.476203,0.3206297996991529,[0.01230858 0.02349901],[  0 970],0.3386091257055617
BTH1_sc315,"[38, 6]",1212.70296,0.3471278782178563,[0.01341782 0.02554059],[1427  973],2.1628557899130955e-14
BTH1_sc316,"[31, 6]",978.053375,0.3419272436993956,[0.01385397 0.02629776],[1005  877],4.440892098500626e-15
BTH1_sc317,"[37, 8]",1298.912036,0.3014351909830933,[0.01215578 0.02327667],[1075 1372],5.329070518200751e-15
BTH1_sc318,"[48, 0]",996.515949,0.33902241971318925,[0.01234246 0.02356148],[3889    0],2.2526556987594078e-14
BTH1_sc319,"[33, 0]",1061.584339,0.3439404635254581,[0.01321278 0.02515498],[2498    0],0.0
BTH1_sc320,"[41, 3]",1266.306807,0.3698770189051669,[0.01235489 0.02353378],[2459  579],2.220446049250313e-15
BTH1_sc321,"[39, 3]",903.122692,0.3799179256328934,[0.01533092 0.02876653],[2043  371],9.155133597044475e-15
BTH1_sc322,"[1, 0]",431.793806,0.4349224235530491,[0.02553524 0.04626576],[39  0],1.8427842704227396e-16
BTH1_sc323,"[26, 3]",932.270651,0.39496836008014125,[0.01443341 0.02734195],[1092  484],7.549516567451064e-15
BTH1_sc324,"[38, 4]",1080.856592,0.3321532473769146,[0.01164095 0.0222622 ],[2114  781],1.2080532582046505e-14
