cell_name,mut_count,length_in_CN[Mb],d,analytical_power_g,mut_burden_per_multiplicity,res_norm
BTH4_sc001,"[0, 0]",0.0,0.40765374805158,[0.0417289  0.07624458],[0 0],0.0
BTH4_sc002,"[7, 0]",51.866111,0.4115836093907533,[0.03346399 0.06152584],[209   0],1.0676948939317109e-15
BTH4_sc003,"[4, 0]",51.866111,0.38600149159175295,[0.03142109 0.05821055],[127   0],0.0
BTH4_sc004,"[9, 0]",51.866111,0.4111107605669351,[0.03229924 0.05986037],[279   0],4.053222324096787e-15
BTH4_sc005,"[0, 0]",51.044743,0.33954908993267996,[0.03199947 0.060254  ],[0 0],0.0
BTH4_sc006,"[17, 0]",118.326458,0.40053103928582734,[0.03651269 0.067528  ],[466   0],3.765501878255332e-15
BTH4_sc007,"[4, 0]",51.866111,0.39023834533040874,[0.03285694 0.06091148],[122   0],1.434199744389785e-15
BTH4_sc008,"[4, 0]",51.866111,0.38722373491432516,[0.03095341 0.0575998 ],[129   0],8.881784197001252e-16
BTH4_sc009,"[32, 4]",102.667654,0.3656460893284399,[0.03339123 0.06171043],[752 176],5.329070518200751e-15
BTH4_sc010,"[11, 0]",83.95406,0.39799073874821667,[0.03320959 0.06170276],[331   0],0.0
BTH4_sc011,"[4, 0]",43.684971,0.4112704066627141,[0.02888642 0.05368905],[138   0],6.725550991367412e-16
BTH4_sc012,"[0, 0]",0.0,0.41975191142412993,[0.04233708 0.07678451],[0 0],0.0
BTH4_sc013,"[3, 0]",51.866111,0.41505081434448554,[0.03099844 0.05786464],[97  0],4.440892098500626e-16
BTH4_sc014,"[13, 0]",180.985603,0.4067066532903584,[0.02285069 0.04314567],[569   0],4.553003806573202e-15
BTH4_sc015,"[1, 0]",35.911988,0.41067127906467576,[0.02170346 0.04074191],[46  0],0.0
BTH4_sc016,"[8, 0]",51.866111,0.41990010802184524,[0.03329556 0.06114123],[240   0],0.0
BTH4_sc019,"[13, 1]",348.542968,0.40835548585744613,[0.01545361 0.02926736],[610 156],1.5543122344752192e-15
BTH4_sc020,"[3, 0]",54.433348,0.39820358116755555,[0.03090807 0.05712417],[97  0],4.440892098500626e-16
BTH4_sc021,"[5, 0]",51.866111,0.36408166736900704,[0.02849432 0.05302047],[175   0],0.0
BTH4_sc022,"[9, 0]",51.866111,0.36292166428248296,[0.0271044  0.05083156],[332   0],2.5978806406057503e-15
BTH4_sc023,"[10, 0]",111.179725,0.3664200684076314,[0.02752497 0.05151109],[363   0],3.223961223665301e-15
BTH4_sc024,"[10, 0]",54.433348,0.38207392991723366,[0.02963036 0.05511952],[337   0],5.482520970921138e-15
