cell_name,mut_count,length_in_CN[Mb],d,analytical_power_g,mut_burden_per_multiplicity,res_norm
BTH7_sc003,"[81, 6, 0, 0]",1346.600451,0.42721815794410056,[0.02439285 0.04596919 0.06503757 0.08190653],[2476  579    0    0],1.888293221827313e-14
BTH7_sc004,"[70, 4, 2, 0]",1263.919052,0.44080564586472126,[0.02511397 0.04722361 0.06666757 0.08378448],[2579    0    0  132],0.29925400204311314
BTH7_sc005,"[18, 1, 0, 0]",695.391923,0.4324870201618173,[0.00985739 0.01918679 0.02802007 0.03638906],[910 523   0   0],5.218048215738236e-15
BTH7_sc009,"[143, 0, 0, 0]",3015.092047,0.39448407996571455,[0.02087465 0.03965394 0.05654365 0.07174962],[6850    0    0    0],4.808056034494837e-14
BTH7_sc010,"[43, 1, 0, 0]",968.743554,0.39926912927202207,[0.01838278 0.0350338  0.05012005 0.06380855],[2119  144    0    0],2.4980018054066022e-14
BTH7_sc012,"[27, 0, 0, 0]",2722.072856,0.4092553234150058,[0.01413815 0.02719421 0.03925938 0.05042491],[1910    0    0    0],3.155928367957993e-14
BTH7_sc013,"[61, 6, 0, 0]",1010.800175,0.46273095543918585,[0.02484579 0.04670663 0.06592753 0.08285349],[1559  605    0    0],1.831026719408895e-14
BTH7_sc016,"[41, 2, 0, 0]",1139.393603,0.3710681389854803,[0.01573387 0.03021676 0.04355075 0.05583788],[2034  364    0    0],2.886579864025407e-15
BTH7_sc017,"[41, 3, 0, 0]",1153.02664,0.36866384346780673,[0.01447906 0.02787945 0.04028656 0.05178577],[1829  629    0    0],0.0
BTH7_sc018,"[37, 4, 0, 0]",1191.609935,0.30920784699436754,[0.011642   0.02258468 0.03287105 0.04254407],[1492 1046    0    0],7.944109290391274e-15
BTH7_sc019,"[48, 1, 1, 0]",1317.849516,0.3479302988902471,[0.01617965 0.0310404  0.04469119 0.05724097],[2853    0    0   61],0.5807447066794145
BTH7_sc021,"[14, 4, 0, 1]",643.795382,0.35413992540130773,[0.01456299 0.02799593 0.04038804 0.05182855],[  0 477 119   0],1.0160193882259734
BTH7_sc022,"[31, 0, 0, 0]",2045.509226,0.4181946443505123,[0.01842661 0.03515442 0.05033762 0.0641304 ],[1682    0    0    0],2.027882032643684e-14
BTH7_sc024,"[18, 0, 0, 0]",684.313273,0.37560917361354695,[0.01458268 0.02805966 0.04051886 0.05204821],[1234    0    0    0],6.494227558431107e-15
