cell_name,mut_count,length_in_CN[Mb],d,analytical_power_g,mut_burden_per_multiplicity,res_norm
BTE3_sc10,"[32, 4, 0, 0]",1022.973004,0.39182901569957673,[0.0243672  0.04641902 0.06637403 0.08445077],[676 421   0   0],1.1546319456101628e-14
BTE3_sc11,"[31, 2, 0, 0]",815.39587,0.41632272012578614,[0.03146438 0.05939989 0.08419392 0.10623384],[768 149   0   0],8.750360656168091e-15
BTE3_sc12,"[12, 2, 0, 0]",520.68367,0.3626283990780875,[0.02134694 0.04097574 0.05903059 0.07565568],[161 258   0   0],4.189529226675416e-15
BTE3_sc13,"[52, 11, 0, 0]",3022.985826,0.4214987227902321,[0.02974439 0.0562946  0.07998519 0.10115074],[378 920   0   0],2.929642751054232e-14
BTE3_sc14,"[35, 2, 0, 0]",1003.06039,0.3893468305615811,[0.02350106 0.04493942 0.06449592 0.08235139],[1126  234    0    0],7.549516567451064e-15
BTE3_sc15,"[40, 5, 0, 0]",852.016146,0.4149874293747128,[0.03499098 0.06579925 0.0929104  0.11681   ],[698 313   0   0],1.509903313490213e-14
BTE3_sc16,"[40, 3, 0, 0]",896.432825,0.3910578035163043,[0.02471569 0.04712831 0.06745856 0.08592712],[1136  317    0    0],2.3736973302300098e-14
BTE3_sc17,"[17, 0, 0, 0]",520.526371,0.34116797198630333,[0.01973002 0.0380267  0.05499752 0.07075   ],[862   0   0   0],2.0904127708826347e-14
BTE3_sc18,"[29, 1, 0, 0]",742.99291,0.4001212300719459,[0.0284948  0.05412137 0.07716348 0.0979049 ],[887  87   0   0],9.892828516353741e-15
BTE3_sc19,"[39, 9, 0, 0]",951.108164,0.3537329235097797,[0.02619434 0.05012713 0.07199494 0.09199437],[196 855   0   0],1.1374233532693354e-14
BTE3_sc1,"[22, 2, 0, 0]",637.98477,0.41901661620459235,[0.03418441 0.06437157 0.09101441 0.11456586],[452 133   0   0],1.5943977756741603e-14
BTE3_sc20,"[31, 1, 0, 0]",747.42174,0.3495795118966604,[0.02528139 0.04842496 0.06960961 0.08901423],[1076   99    0    0],1.768010559057343e-14
BTE3_sc21,"[45, 12, 0, 0]",1010.083731,0.4003565242340839,[0.03439092 0.06497666 0.09216386 0.11635915],[166 789   0   0],7.32410687763558e-15
BTE3_sc22,"[25, 5, 0, 0]",622.68759,0.41438884768371226,[0.03614863 0.06805089 0.0961822  0.12101797],[251 308   0   0],1.687538997430238e-14
BTE3_sc23,"[127, 2, 0, 0]",3028.121616,0.42571585822622043,[0.04033023 0.07556639 0.1063165  0.1331886 ],[3000  106    0    0],3.2008183300614436e-13
BTE3_sc24,"[50, 3, 0, 0]",767.887612,0.41073422687501165,[0.03549889 0.06692485 0.09472558 0.11934877],[1134  190    0    0],1.199040866595169e-14
BTE3_sc25,"[217, 2, 0, 0]",2997.918786,0.46208316459042154,[0.04231975 0.07888298 0.11042543 0.13768281],[4980  104    0    0],8.778743031343825e-13
BTE3_sc26,"[82, 0, 0, 0]",1319.182325,0.4267271468755983,[0.03203699 0.06064884 0.08619748 0.10904483],[2560    0    0    0],0.0
BTE3_sc27,"[30, 9, 1, 0]",738.137686,0.40520658198739573,[0.04107067 0.07691044 0.10815614 0.13544458],[195 358   0  33],1.648671846230216e-14
BTE3_sc28,"[220, 5, 1, 0]",3028.121616,0.40812867161822936,[0.05739759 0.10559465 0.14589805 0.17961468],[3685  109    0   16],9.424426851066157e-14
BTE3_sc29,"[47, 6, 0, 0]",955.230188,0.4105737811279801,[0.03450431 0.06513152 0.09229972 0.11642699],[781 400   0   0],1.1546319456101628e-14
BTE3_sc2,"[29, 6, 0, 0]",922.968898,0.41116035455278,[0.03147117 0.05952114 0.08451856 0.10683209],[254 454   0   0],2.6645352591003757e-15
BTE3_sc30,"[38, 3, 0, 0]",715.748395,0.40554808157993866,[0.03425248 0.06457469 0.09140553 0.11518389],[831 194   0   0],2.220446049250313e-15
BTE3_sc31,"[63, 1, 1, 0]",1699.172954,0.41510761652720624,[0.02886769 0.05481689 0.07813393 0.09910516],[2122    0    0   34],0.5983981809201865
BTE3_sc32,"[50, 3, 0, 0]",862.112362,0.3984303013857123,[0.0307575  0.05832463 0.08302355 0.10517641],[1280  234    0    0],1.687538997430238e-14
BTE3_sc33,"[124, 0, 0, 0]",2312.812304,0.44045125127392143,[0.03022658 0.05712638 0.08106534 0.10240938],[4102    0    0    0],2.9616209870955784e-14
BTE3_sc34,"[41, 6, 1, 0]",871.939457,0.4267495473963025,[0.04342778 0.08101627 0.11350975 0.14165248],[754   8 129   0],7.512929329110674e-14
BTE3_sc35,"[25, 2, 0, 0]",612.470572,0.4070673596076408,[0.03990538 0.07480072 0.10527868 0.13193195],[485 102   0   0],6.439293542825908e-15
BTE3_sc36,"[34, 1, 0, 0]",637.583206,0.40410083661008184,[0.0340209  0.06425828 0.09111908 0.11501024],[902  67   0   0],5.886856573123837e-14
BTE3_sc37,"[33, 2, 0, 0]",820.291158,0.43548866843132694,[0.03916124 0.07341474 0.10333955 0.12951471],[681 113   0   0],1.923743173829619e-14
BTE3_sc38,"[42, 3, 0, 0]",822.920525,0.43153559711160827,[0.0386918  0.07262764 0.10235762 0.12843179],[837 174   0   0],1.1374233532693354e-14
BTE3_sc39,"[68, 12, 0, 0]",1017.685632,0.4030826997706585,[0.03773877 0.0710156  0.1003261  0.12616592],[842 679   0   0],1.5888218580782548e-14
BTE3_sc3,"[34, 3, 1, 0]",823.57701,0.3831003358701949,[0.0307451  0.05826164 0.08288221 0.1049394 ],[965   0  45  44],7.161583958246238e-15
BTE3_sc40,"[121, 2, 0, 0]",2924.829994,0.4027159860562982,[0.03463455 0.06539806 0.09271037 0.11699135],[3305  130    0    0],4.39648317751562e-14
BTE3_sc41,"[32, 3, 0, 0]",578.335801,0.39885930605695946,[0.04043501 0.07582698 0.10676762 0.13384868],[588 148   0   0],5.849719369641402e-14
BTE3_sc42,"[45, 7, 0, 0]",876.844755,0.41027715749376065,[0.03807134 0.07161488 0.10114303 0.1271682 ],[615 399   0   0],4.440892098500626e-15
BTE3_sc43,"[46, 3, 0, 0]",1001.213656,0.40072261455082936,[0.03158197 0.05988273 0.0852337  0.10796628],[1117  229    0    0],1.628663499255034e-14
BTE3_sc44,"[71, 6, 2, 0]",1521.960766,0.4047007441887194,[0.03469622 0.06556768 0.09302401 0.11747486],[1797    0   72   84],3.9904448887250515e-14
BTE3_sc45,"[37, 6, 0, 0]",718.326278,0.40802465867192095,[0.03327445 0.06289277 0.08924458 0.11271948],[497 421   0   0],4.440892098500626e-15
BTE3_sc46,"[48, 5, 0, 0]",891.20864,0.43124490328020726,[0.0357951  0.06736233 0.09518166 0.11973307],[869 325   0   0],7.944109290391274e-15
BTE3_sc47,"[47, 4, 0, 0]",802.311786,0.4299572380897948,[0.03931125 0.07369556 0.10373587 0.13001509],[881 222   0   0],1.2809491335957507e-14
BTE3_sc48,"[57, 4, 0, 0]",1010.757133,0.35560227518179854,[0.03198237 0.06076372 0.0866473  0.10993634],[1394  270    0    0],2.6362595803518882e-14
BTE3_sc49,"[0, 0, 0, 0]",0.0,0.4196869633630635,[0.01265482 0.02448626 0.03554831 0.04589494],[0 0 0 0],0.0
BTE3_sc4,"[27, 1, 0, 0]",1001.204785,0.3270515423406903,[0.01577181 0.0305499  0.04440059 0.05739023],[1394  197    0    0],1.0709480848675564e-14
BTE3_sc50,"[0, 0, 0, 0]",0.0,0.423006416131989,[0.01293516 0.02506284 0.03643229 0.04709277],[0 0 0 0],0.0
BTE3_sc51,"[0, 0, 0, 0]",0.0,0.41777908520635726,[0.01409814 0.02729364 0.03964266 0.05120134],[0 0 0 0],0.0
BTE3_sc52,"[0, 0, 0, 0]",0.0,0.3890470815278739,[0.01232075 0.02392759 0.03486156 0.0451637 ],[0 0 0 0],0.0
BTE3_sc53,"[0, 0, 0, 0]",0.0,0.3906317797689971,[0.01358947 0.02637636 0.03840783 0.04973104],[0 0 0 0],0.0
BTE3_sc54,"[0, 0, 0, 0]",0.0,0.4016384489350082,[0.01456911 0.02819126 0.04093073 0.05285176],[0 0 0 0],0.0
BTE3_sc55,"[0, 0, 0, 0]",0.0,0.43902825037588034,[0.01514803 0.02922934 0.04231812 0.05448857],[0 0 0 0],0.0
BTE3_sc56,"[0, 0, 0, 0]",0.0,0.43867611327170175,[0.01153759 0.02233022 0.03242629 0.04187422],[0 0 0 0],0.0
