cell_name,mut_count,length_in_CN[Mb],d,analytical_power_g,mut_burden_per_multiplicity,res_norm
BTE4_sc001,"[84, 9, 1, 0]",410.374339,0.44713384115196775,[0.03095519 0.05847736 0.0829464  0.1047422 ],[1776  540    0   71],9.806286436877587e-14
BTE4_sc002,"[108, 4, 1, 0]",443.579324,0.4256321976636073,[0.03011005 0.05692923 0.08081622 0.1021297 ],[3363    0   90   44],1.575740911668465e-13
BTE4_sc003,"[44, 1, 0, 0]",596.365426,0.369200024979704,[0.01160411 0.02256609 0.03292823 0.04273282],[3192  353    0    0],2.768376230525499e-14
BTE4_sc004,"[56, 1, 0, 0]",389.51822,0.331787875953663,[0.02378085 0.0455873  0.06558272 0.08393044],[2204  101    0    0],2.4868995751603507e-14
BTE4_sc006,"[93, 9, 1, 0]",448.629351,0.35451621788331505,[0.02962679 0.05628023 0.08024572 0.10180865],[2333  505    0   53],3.351108476890425e-14
BTE4_sc009,"[67, 5, 1, 0]",464.248408,0.3647892510395991,[0.02638378 0.05036664 0.0721618  0.09198248],[2063  229    0   77],7.937279385482979e-14
BTE4_sc010,"[47, 10, 0, 0]",276.943286,0.37483587150021414,[0.03232482 0.06106734 0.08660284 0.10930663],[547 644   0   0],2.1316282072803006e-14
BTE4_sc011,"[52, 2, 1, 0]",371.319317,0.321364396962286,[0.02047953 0.03945776 0.05704638 0.07335709],[2383    0    0   83],0.2511216383000017
BTE4_sc012,"[60, 6, 0, 0]",389.48715,0.3222138727830104,[0.02413974 0.04627596 0.06657105 0.0851874 ],[1632  575    0    0],9.441466109136565e-15
BTE4_sc013,"[69, 6, 0, 0]",412.902788,0.33292397706561955,[0.02772286 0.05287637 0.07568784 0.09638456],[1816  466    0    0],6.217248937900877e-15
BTE4_sc014,"[38, 0, 0, 1]",229.940245,0.37286677794052525,[0.0279442  0.05310116 0.07574802 0.09616188],[1360    0    0    0],1.0
BTE4_sc015,"[75, 3, 0, 0]",416.249242,0.35121756779292196,[0.0283671  0.05399311 0.07713254 0.09803989],[2306  233    0    0],2.5989654674417885e-14
BTE4_sc016,"[62, 2, 1, 0]",412.902788,0.34007989347536616,[0.02460958 0.04712845 0.06773089 0.0865912 ],[2404    0    0   66],0.1766720151297699
BTE4_sc018,"[27, 1, 1, 0]",163.121567,0.3542726094326453,[0.03104849 0.058712   0.08334965 0.10532056],[826   0   0  31],0.31910891242981215
BTE4_sc019,"[64, 3, 1, 1]",379.037885,0.3584785822067564,[0.03020072 0.0573492  0.08173905 0.10366387],[1987    0   44   42],1.0
BTE4_sc020,"[63, 5, 0, 0]",353.384889,0.38088449985095274,[0.03217281 0.06083989 0.08636598 0.10911582],[1479  336    0    0],7.944109290391274e-15
BTE4_sc021,"[57, 5, 1, 0]",264.272566,0.3575315346304584,[0.03086653 0.05843719 0.08305128 0.10504807],[1623    0  142   10],2.4349091853294377e-14
