cell_name,mut_count,length_in_CN[Mb],d,analytical_power_g,mut_burden_per_multiplicity,res_norm
BTE4_sc001,"[52, 1]",1098.29569,0.44713384115196775,[0.02857449 0.05335059],[1713   76],2.220446049250313e-15
BTE4_sc002,"[56, 1]",1197.014022,0.4256321976636073,[0.02812161 0.05266486],[1885   76],2.3092638912203256e-14
BTE4_sc003,"[12, 0]",838.072482,0.369200024979704,[0.01139296 0.02186816],[1053    0],1.7763568394002505e-15
BTE4_sc004,"[51, 1]",1201.667052,0.331787875953663,[0.02224783 0.04223737],[2170   88],2.058318755465877e-14
BTE4_sc006,"[50, 0]",1087.109257,0.35451621788331505,[0.02706979 0.05100171],[1847    0],0.0
BTE4_sc009,"[49, 0]",1073.173424,0.3647892510395991,[0.02367395 0.04481108],[2070    0],1.7063372094045164e-14
BTE4_sc010,"[75, 8]",1193.664042,0.37483587150021414,[0.0303432  0.05661269],[1890  453],2.6645352591003757e-15
BTE4_sc011,"[38, 0]",1071.667429,0.321364396962286,[0.01907968 0.03649392],[1992    0],3.956027559245376e-15
BTE4_sc012,"[49, 0]",1143.586197,0.3222138727830104,[0.02265276 0.04308871],[2163    0],7.105427357601002e-15
BTE4_sc013,"[46, 0]",1135.512517,0.33292397706561955,[0.02511385 0.04754926],[1832    0],7.105427357601002e-15
BTE4_sc014,"[41, 1]",1109.972156,0.37286677794052525,[0.02567865 0.04827336],[1496   74],2.4424906541753444e-15
BTE4_sc015,"[45, 0]",1059.568926,0.35121756779292196,[0.02611866 0.04931203],[1723    0],7.105427357601002e-15
BTE4_sc016,"[37, 1]",1178.472338,0.34007989347536616,[0.02254288 0.04280757],[1515   90],1.790180836524724e-14
BTE4_sc018,"[59, 2]",903.645477,0.3542726094326453,[0.02991471 0.05597015],[1830  112],7.381104677948019e-15
BTE4_sc019,"[64, 2]",1062.216961,0.3584785822067564,[0.02724418 0.05131667],[2163  138],1.4888583356622763e-14
BTE4_sc020,"[60, 3]",1089.955653,0.38088449985095274,[0.02926279 0.05488592],[1789  194],3.536021118114686e-14
BTE4_sc021,"[58, 7]",1096.664071,0.3575315346304584,[0.02751279 0.05153587],[1545  437],1.517719948885615e-14
BTE4_sc022,"[54, 1]",1064.341003,0.35748513659070286,[0.02447812 0.04629065],[2092   82],3.774758283725532e-15
BTE4_sc023,"[53, 1]",1120.025855,0.33616203703703706,[0.02226881 0.04227469],[2255   89],3.552713678800501e-15
