cell_name,mut_count,length_in_CN[Mb],d,analytical_power_g,mut_burden_per_multiplicity,res_norm
BTT7_sc001,"[27, 3]",1025.696824,0.4681712026267718,[0.02635878 0.04882161],[702 235],4.189529226675416e-15
BTT7_sc002,"[19, 1]",985.506754,0.44098289290501663,[0.02218885 0.04140899],[724  95],1.2212453270876722e-15
BTT7_sc003,"[37, 4]",1038.055974,0.48655282575694636,[0.02855599 0.0524198 ],[933 274],8.379058453350832e-15
BTT7_sc004,"[28, 4]",1022.94061,0.4812362116046221,[0.02650592 0.04890314],[638 308],7.993605777301127e-15
BTT7_sc005,"[12, 0]",1060.485608,0.39250214065001304,[0.01701779 0.03219556],[705   0],8.330490661439118e-15
BTT7_sc006,"[24, 0]",1234.471204,0.41355769086179156,[0.01886093 0.03556982],[1272    0],2.8155946100185126e-15
BTT7_sc007,"[14, 1]",1211.939686,0.4123272746991634,[0.01926963 0.03630236],[560 116],3.4844027277880974e-15
BTT7_sc008,"[15, 0]",1060.666378,0.41096386087113845,[0.01643439 0.03101522],[913   0],0.0
BTT7_sc009,"[16, 2]",1266.772932,0.37474552117263843,[0.01698598 0.03224801],[552 267],1.0658141036401503e-14
BTT7_sc010,"[17, 1]",777.287775,0.369764897343717,[0.01898175 0.03576836],[754 103],1.5727593509286903e-14
BTT7_sc012,"[8, 1]",499.440917,0.4046186595111954,[0.01715431 0.03207648],[312 114],1.887379141862766e-15
BTT7_sc013,"[23, 2]",919.346876,0.46534142199238054,[0.02603859 0.04818131],[672 156],1.8333140741038547e-14
BTT7_sc014,"[15, 1]",1049.267905,0.37096501184857716,[0.01733814 0.03290663],[679 129],8.747542958250513e-15
BTT7_sc015,"[15, 4]",1009.233277,0.408244642287504,[0.01884284 0.03552751],[112 475],1.831026719408895e-15
BTT7_sc016,"[11, 1]",954.667925,0.4282124373574112,[0.02049204 0.03837276],[390 104],1.1102230246251565e-15
BTT7_sc017,"[23, 3]",1025.666904,0.38500217595335595,[0.01633841 0.03103076],[766 434],3.552713678800501e-15
BTT7_sc018,"[4, 2]",834.975002,0.3789152566421908,[0.01486011 0.02825616],[  0 192],0.8278591044554716
BTT7_sc019,"[16, 0]",1272.915933,0.26285941778178595,[0.01481059 0.0285532 ],[1080    0],3.209526707819699e-15
BTT7_sc021,"[16, 1]",1059.51087,0.26896536560160367,[0.01643091 0.03153815],[809 117],6.661338147750939e-15
BTT7_sc022,"[2, 0]",962.768936,0.21900460882096942,[0.00691023 0.01351022],[289   0],6.183215743276612e-16
BTT7_sc023,"[3, 1]",364.683842,0.29600869417393205,[0.01911082 0.03630258],[37 91],6.280369834735101e-16
BTT7_sc024,"[19, 1]",835.018755,0.3157894736842105,[0.02158296 0.04098223],[764  86],7.216449660063518e-15
BTT7_sc026,"[0, 0]",184.632237,0.2903855464863154,[0.01837572 0.03517798],[0 0],0.0
BTT7_sc027,"[10, 3]",836.791049,0.2754453702268808,[0.01779183 0.0340511 ],[132 313],3.552713678800501e-15
BTT7_sc028,"[12, 0]",434.396875,0.25726457955373616,[0.01521322 0.02927769],[789   0],2.217305706455662e-15
BTT7_sc029,"[10, 2]",1005.219135,0.3054787405261464,[0.01839346 0.03510889],[242 215],3.552713678800501e-15
BTT7_sc030,"[25, 1]",1083.799316,0.29945585008449144,[0.02090374 0.03979297],[1077   87],1.0083490224718918e-14
BTT7_sc031,"[7, 1]",969.758435,0.23531275237258112,[0.01233255 0.02386133],[328 166],1.2560739669470201e-15
BTT7_sc032,"[9, 3]",1230.31679,0.24515636203784108,[0.01518243 0.02925483],[ 63 378],1.7763568394002505e-15
BTT7_sc033,"[9, 4]",1137.753463,0.2509658487153684,[0.01605399 0.030878  ],[  0 412],0.505343982163418
BTT7_sc034,"[27, 6]",1022.993014,0.26016435755500805,[0.02036485 0.03891365],[676 494],0.0
BTT7_sc035,"[13, 4]",1207.202935,0.2481454440258157,[0.01632861 0.03138302],[186 445],1.831026719408895e-15
BTT7_sc036,"[14, 3]",1024.960196,0.2639656584655523,[0.01894693 0.0362572 ],[364 279],2.8435583831733384e-15
BTT7_sc037,"[1, 0]",150.002541,0.2854910124240021,[0.02064641 0.03937909],[48  0],8.166132636019923e-17
BTT7_sc038,"[20, 4]",868.690399,0.2821672864505704,[0.02411586 0.04554167],[534 244],6.778727589240029e-15
BTT7_sc039,"[18, 4]",994.314778,0.24684664956516297,[0.01705813 0.03274724],[500 411],7.993605777301127e-15
BTT7_sc040,"[28, 5]",1207.393902,0.31286799648516656,[0.02301855 0.04360684],[711 382],6.4047456679787536e-15
BTT7_sc041,"[22, 5]",1111.882223,0.2942488262910798,[0.02074751 0.03951157],[473 435],7.993605777301127e-15
BTT7_sc046,"[15, 4]",1286.649481,0.25515729566118833,[0.01892495 0.0362657 ],[296 369],3.972054645195637e-15
BTT7_sc047,"[14, 2]",957.717715,0.23545275060576146,[0.012084   0.02339537],[655 345],6.466036496704424e-15
BTT7_sc048,"[14, 3]",1000.43665,0.25632039799667894,[0.0175005  0.03357763],[377 310],2.5121479338940403e-15
BTT7_sc049,"[21, 1]",886.000881,0.24462618935771036,[0.01853387 0.03556923],[1009   93],3.774758283725532e-15
BTT7_sc050,"[8, 1]",453.755116,0.2695549691271041,[0.01858561 0.03558733],[296  98],6.661338147750939e-16
BTT7_sc051,"[18, 5]",1087.512105,0.2670697460293102,[0.01969227 0.03757399],[356 426],8.881784197001252e-15
BTT7_sc052,"[19, 5]",1157.015086,0.27740860740921874,[0.02033498 0.03884102],[339 440],8.881784197001252e-16
BTT7_sc053,"[24, 5]",1336.019851,0.24026100806658787,[0.01588948 0.03058141],[728 570],0.0
BTT7_sc054,"[15, 1]",1084.368947,0.21996412334147775,[0.01706544 0.03280689],[758  93],0.0
BTT7_sc056,"[19, 0]",1334.258435,0.33768570296923356,[0.02243342 0.0424264 ],[847   0],0.0
BTT7_sc057,"[14, 4]",890.658822,0.25913953371446147,[0.01860159 0.0356364 ],[240 380],3.972054645195637e-15
BTT7_sc058,"[18, 1]",949.928264,0.25537055864372765,[0.01703889 0.03268129],[914 105],5.551115123125783e-15
BTT7_sc059,"[14, 3]",901.018033,0.26698295204681366,[0.01896979 0.03623165],[379 271],4.7207330545682824e-15
BTT7_sc060,"[20, 5]",1044.859652,0.25035781164290716,[0.01751848 0.03362673],[453 507],3.552713678800501e-15
BTT7_sc061,"[10, 2]",631.681014,0.2545351003975534,[0.01294064 0.02491782],[344 303],4.3737714791252564e-15
BTT7_sc062,"[12, 4]",785.99203,0.23852106419787722,[0.01421652 0.02739708],[118 523],1.7763568394002505e-15
BTT7_sc063,"[27, 3]",1119.617936,0.27444729680442165,[0.01733112 0.03318889],[1111  324],6.778727589240029e-15
BTT7_sc064,"[21, 9]",1064.327895,0.3114729114129024,[0.02795842 0.05251702],[156 488],7.105427357601002e-15
BTT7_sc065,"[7, 0]",350.172458,0.26334213657222794,[0.01810115 0.03464777],[387   0],8.881784197001252e-16
BTT7_sc066,"[25, 5]",1110.907082,0.3246848113536566,[0.0254445 0.047966 ],[554 332],0.0
